Rank,Name,RarityLayer,Pool,Notes
118,Orkaa,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
119,Shaagee,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
120,Shior,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
121,Torkuma,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
122,Torsue,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
123,Uji,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
124,Ushahemba,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
125,Wase,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
126,Agene,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
127,Akatu,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
128,Akolo,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
129,Atim,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
130,Edime,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
131,Enokela,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
132,Inokela,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
133,Jemgbagh,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
134,Jimeh,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
135,Mgbashima,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
136,Ohimini,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
137,Okute,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
138,Onaji,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
139,Otache,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
140,Otobrisin,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
141,Yashi,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
142,Zakka,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
143,Dokana,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
144,Nanmwa,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
145,Gusaakaa,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
146,Yitnoe,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
147,Tyopine,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
148,Ater,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
149,Asemahe,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
150,Agu,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
151,Aoko,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
152,Inale,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
153,Itodo,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
154,Kuta,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
155,Ogiri,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
156,Pam Jang,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
157,Shadrach,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
158,Yisa,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
159,Aondotse,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
160,Asikpo,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
161,Amali,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
162,Amodu,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
163,Anikwe,101_plus_rare,Nigeria Middle Belt / Northern minority,Expanded Nigeria Middle Belt / Northern minority male given-name pool
