Rank,Name,RarityLayer,Pool,Notes
35,Oghenerukevwe,21_50_common,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
36,Oghenetega,21_50_common,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
37,Oghenetekevwe,21_50_common,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
38,Oghenebrume,21_50_common,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
39,Oghenevwede,21_50_common,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
40,Erharuyi,21_50_common,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
41,Igho,21_50_common,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
42,Ighorodje,21_50_common,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
43,Onome,21_50_common,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
44,Onoriode,21_50_common,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
45,Onovughakpo,21_50_common,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
46,Esosa,21_50_common,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
47,Osaze,21_50_common,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
48,Osagie,21_50_common,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
49,Osamudiamen,21_50_common,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
50,Osarobo,21_50_common,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
51,Osaretin,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
52,Osahon,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
53,Osemwegie,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
54,Ehizojie,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
55,Etim,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
56,Aniefiok,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
57,Aniekan,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
58,Ekong,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
59,Bassey,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
60,Effiong,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
61,Essien,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
62,Okon,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
63,Udoh,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
64,Asuquo,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
65,Ekpenyong,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
66,Nsikak,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
67,Mfon,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
68,Iniobong,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
69,Uwem,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
70,Ime,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
71,Utibe,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
72,Emem,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
73,Idorenyin,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
74,Imaobong,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
75,Barine,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
76,Dappa,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
77,Jaja,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
78,Abiye,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
79,Perekeme,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
80,Opuene,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
81,Uduak,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
82,Nsa,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
83,Ntufam,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
84,Inyang,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
85,Archibong,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
86,Abasiama,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
87,Akpobome,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
88,Akpojaro,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
89,Ebo,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
90,Oronsaye,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
91,Omoruyi,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
92,Omoregie,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
93,Osarodion,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
94,Peterside,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
95,Briggs,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
96,Georgewill,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
97,Atekpe,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
98,Bari,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
99,Bebia,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
100,Bekinwari,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
101,Biriye,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
102,Bomaebi,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
103,Dumebi,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
104,Ebikeme,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
105,Ebiowei,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
106,Egbe,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
107,Eghosa,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
108,Eghwrudjakpo,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
109,Ete,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
110,Ewoma,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
111,Ibori,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
112,Ikpomwosa,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
113,Ivie,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
114,Keme,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
115,Obaro,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
116,Ogaga,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
117,Ogheneovo,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
118,Ogheneruno,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
119,Oghogho,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
120,Okoroete,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
121,Omamuli,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
122,Onomeh,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
123,Onoriobo,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
124,Opubo,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
125,Osahonamwen,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
126,Osazee,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
127,Osedebamen,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
128,Osere,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
129,Osereme,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
130,Otobo,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
131,Perekebina,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
132,Perebo,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
133,Pereotubo,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
134,Tamunomiete,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
135,Tamunonengiye,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
136,Tamunoteghe,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
137,Tare,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
138,Tarela,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
139,Uduakobong,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
140,Ufuoma,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
141,Urhie,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
142,Warikeme,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
143,Yeghe,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
144,Anietie,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
145,Idara,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
146,Boma George,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
147,Anwanabasi,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
148,Efiok,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
149,Ekpe,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta male given-name pool
