Rank,Name,RarityLayer,Pool,Notes
136,Oziomachukwu,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo male given-name pool
137,Somkene,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo male given-name pool
138,Tochi,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo male given-name pool
139,Ugoamadi,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo male given-name pool
140,Ugoji,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo male given-name pool
141,Ukachukwu,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo male given-name pool
142,Uzodinma,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo male given-name pool
143,Chibuzor,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo male given-name pool
144,Chigozirim,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo male given-name pool
145,Ihedinma,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo male given-name pool
146,Mmesoma,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo male given-name pool
147,Nwankwoala,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo male given-name pool
148,Onuigbo,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo male given-name pool
149,Onyishi,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo male given-name pool
150,Ubahakwe,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo male given-name pool
151,Anulikaeze,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo male given-name pool
152,Chisomaga,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo male given-name pool
153,Ezinwoke,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo male given-name pool
154,Ugochinyere,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo male given-name pool
155,Ugodinma,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo male given-name pool
156,Mmachukwu,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo male given-name pool
157,Onwuzurike,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo male given-name pool
158,Zubike,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo male given-name pool
159,Ayanwu,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo male given-name pool
