Rank,Name,RarityLayer,Pool,Notes
58,Olumide,51_100_normal,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
59,Olusegun,51_100_normal,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
60,Olusola,51_100_normal,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
61,Olutayo,51_100_normal,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
62,Olutobi,51_100_normal,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
63,Olutunde,51_100_normal,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
64,Oluwafemi,51_100_normal,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
65,Oluwadamilare,51_100_normal,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
66,Oluwaseun,51_100_normal,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
67,Oluwatobi,51_100_normal,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
68,Oluwatosin,51_100_normal,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
69,Opeyemi,51_100_normal,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
70,Segun,51_100_normal,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
71,Seyi,51_100_normal,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
72,Taiwo,51_100_normal,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
73,Temidayo,51_100_normal,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
74,Temitope,51_100_normal,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
75,Tobi,51_100_normal,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
76,Tolani,51_100_normal,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
77,Tope,51_100_normal,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
78,Tunde,51_100_normal,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
79,Yemi,51_100_normal,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
80,Ademide,51_100_normal,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
81,Aderemi,51_100_normal,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
82,Adetayo,51_100_normal,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
83,Akinbode,51_100_normal,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
84,Akinfenwa,51_100_normal,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
85,Akinpelu,51_100_normal,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
86,Ayobami,51_100_normal,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
87,Ayoola,51_100_normal,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
88,Damola,51_100_normal,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
89,Dayo,51_100_normal,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
90,Doyin,51_100_normal,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
91,Gbolahan,51_100_normal,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
92,Gboyega,51_100_normal,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
93,Jide,51_100_normal,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
94,Kola,51_100_normal,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
95,Lanre,51_100_normal,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
96,Lekan,51_100_normal,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
97,Olajide,51_100_normal,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
98,Olamilekan,51_100_normal,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
99,Olaniyan,51_100_normal,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
100,Olarewaju,51_100_normal,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
101,Olatunji,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
102,Olawoyin,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
103,Oluseyi,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
104,Oluyemi,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
105,Oreoluwa,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
106,Sola,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
107,Sunkanmi,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
108,Temisan,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
109,Tosin,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
110,Yinka,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
111,Adeboye,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
112,Adegbite,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
113,Adegbola,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
114,Adejumo,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
115,Adekola,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
116,Adeleye,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
117,Adenekan,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
118,Aderibigbe,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
119,Adesegun,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
120,Adetiba,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
121,Adewole,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
122,Adeyinka,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
123,Afolaranmi,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
124,Akinbiyi,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
125,Akindele,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
126,Akinlabi,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
127,Akinloye,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
128,Akinmurele,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
129,Akinrinade,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
130,Akinteye,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
131,Akinwande,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
132,Akinwole,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
133,Ariyo,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
134,Ayokunle,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
135,Ayotola,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
136,Bamidele,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
137,Bamigboye,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
138,Damilare,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
139,Demilade,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
140,Durodola,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
141,Fayokun,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
142,Gbadegesin,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
143,Jelili,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
144,Kolapo,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
145,Mobolaji,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
146,Odunlade,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
147,Ogundapo,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
148,Ogundele,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
149,Ogunremi,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
150,Olabode,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
151,Oladiran,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
152,Oladotun,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
153,Olajumokeji,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
154,Olakunle,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
155,Olamiposi,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
156,Olaseni,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
157,Olatayo,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
158,Olatubosun,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
159,Olayemi,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
160,Olugbenga,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
161,Olukayode,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
162,Oluremi,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
163,Olusoji,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
164,Olutola,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
165,Omotayo,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
166,Omotunde,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
167,Oreofe,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
168,Tobiloba,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
169,Toluwalase,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
170,Toluwani,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
171,Toyosi,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
172,Yewandeji,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
173,Ayorinde,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
174,Folajimi,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
175,Olujobi,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
176,Gbadewole,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
177,Bamikefa,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
178,Ayotomiwa,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
179,Kikelomoji,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
180,Morenikeji,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
181,Arisekola,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
182,Oluwajuwon,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
183,Olorunfemi,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
184,Ayobamidele,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
185,Olatomide,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
186,Tayelolu,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
187,Temilade,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
188,Adewunmi,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
189,Akinyinka,101_plus_rare,Nigeria Yoruba,Expanded Nigeria Yoruba male given-name pool
