Rank,Name,RarityLayer,Pool,Notes
41,Amadu,21_50_common,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
42,Ardo,21_50_common,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
43,Bala,21_50_common,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
44,Barka,21_50_common,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
45,Birane,21_50_common,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
46,Bouba,21_50_common,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
47,Danladi,21_50_common,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
48,Farouq,21_50_common,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
49,Gidado,21_50_common,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
50,Hamdou,21_50_common,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
51,Jauro,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
52,Jibrilla,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
53,Kale,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
54,Kawu,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
55,Lamido,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
56,Madaki,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
57,Mahamadou,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
58,Maina,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
59,Mallo,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
60,Modu,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
61,Muhammadu,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
62,Ndiaye,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
63,Oumar,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
64,Sanda,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
65,Seydou,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
66,Sidi,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
67,Tanimu,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
68,Tijjani,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
69,Umar,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
70,Usaini,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
71,Wali,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
72,Yaya,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
73,Yerima,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
74,Aldo,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
75,Barry,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
76,Ba,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
77,Cisse,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
78,Faal,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
79,Fall,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
80,Jobe,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
81,Kanoute,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
82,Kouyate,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
83,Ly,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
84,Mbaye,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
85,Sall,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
86,Seck,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
87,Sow,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
88,Sy,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
89,Toure,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
90,Wane,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
91,Balde,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
92,Bah,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
93,Jammeh,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
94,Lamin,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
95,Nabegu,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
96,Sarkin,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
97,Yau,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
98,Ado,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
99,Alhaji,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
100,Alhassan,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
101,Amadu Bello,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
102,Ardo Sule,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
103,Barka Dauda,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
104,Bello Ardo,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
105,Bello Lawan,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
106,Buba Jallo,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
107,Dandikko,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
108,Diallo Umar,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
109,Djiby,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
110,Garga,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
111,Hamman,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
112,Idi,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
113,Iro,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
114,Jauro Bappa,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
115,Jauro Musa,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
116,Jubril,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
117,Kari,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
118,Lawan Jauro,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
119,Liman Ardo,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
120,Madibbo,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
121,Mamman Ardo,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
122,Mamman Jallo,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
123,Ndam,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
124,Ngujja,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
125,Njobdi,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
126,Sajo,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
127,Sallau,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
128,Sani Ardo,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
129,Sule Jallo,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
130,Tambaya,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
131,Umaru Sanda,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
132,Usman Ardo,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
133,Wuro,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
134,Yarima,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
135,Yerimah,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
136,Abdourahmane,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
137,Baldeh,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
138,Bocar,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
139,Cerno,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
140,Dembo,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
141,Foday,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
142,Lamine Bah,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
143,Mamadou Aliou,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
144,Oumarou,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
145,Samba,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
146,Seydouba,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
147,Modibbo Adama,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
148,Hammadi,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
149,Jallow,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
150,Jatta,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
151,Kaura,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
152,Kebbe,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
153,Lamido Ardo,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
154,Mballo,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
155,Miri,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
156,Pullo,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
157,Sambol,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
158,Sangare,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
159,Seydi,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
160,Sidibe,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
161,Sillah,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
162,Tenenkou,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
163,Usman Lamido,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
164,Wurobokki,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
165,Yero Ardo,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
166,Yerimah Bello,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
167,Ardo Umar,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
168,Bello Jallo,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
169,Hamidu Ardo,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
170,Lawan Ardo,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani male given-name pool
