Rank,Name,RarityLayer,Pool,Notes
41,Faruk,21_50_common,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
42,Gambo,21_50_common,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
43,Hafiz,21_50_common,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
44,Halilu,21_50_common,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
45,Hassan,21_50_common,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
46,Hussaini,21_50_common,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
47,Jafar,21_50_common,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
48,Jibril,21_50_common,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
49,Kabir,21_50_common,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
50,Khalid,21_50_common,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
51,Mahmud,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
52,Mamman,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
53,Muktar,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
54,Mustapha,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
55,Najib,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
56,Nuhu,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
57,Rabiu,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
58,Rashid,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
59,Rilwanu,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
60,Sabiu,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
61,Sagir,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
62,Shuaibu,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
63,Tijjani,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
64,Yunusa,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
65,Ayuba,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
66,Babangida,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
67,Bako,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
68,Danladi,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
69,Dantani,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
70,Falalu,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
71,Goni,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
72,Habibu,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
73,Hashimu,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
74,Jamilu,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
75,Junaidu,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
76,Kamilu,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
77,Kasimu,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
78,Liman,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
79,Lukman,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
80,Maina,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
81,Nura,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
82,Nurudeen,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
83,Shafiu,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
84,Shamsudeen,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
85,Sule,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
86,Tanimu,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
87,Uba,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
88,Wada,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
89,Yaro,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
90,Zayyanu,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
91,Kano,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
92,Katsina,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
93,Sokoto,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
94,Zaria,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
95,Gusau,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
96,Bauchi,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
97,Kaduna,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
98,Toro,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
99,Abdulaziz,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
100,Abdulbasit,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
101,Abdulhamid,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
102,Abduljabbar,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
103,Abdulmalik,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
104,Abdurrazaq,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
105,Adnan,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
106,Alhassan,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
107,Aminullahi,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
108,Anwaru,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
109,Awwal,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
110,Auwalu,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
111,Bashar,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
112,Bashiru,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
113,Dauda,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
114,Galadima,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
115,Ishaq,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
116,Jamil,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
117,Jibrilu,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
118,Kabirullah,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
119,Khalifa,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
120,Mubarak,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
121,Murtala,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
122,Nafiu,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
123,Raufu,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
124,Rufa'i,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
125,Sahabi,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
126,Salisu,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
127,Samaila,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
128,Sharif,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
129,Shettima,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
130,Sulemanu,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
131,Tafida,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
132,Tahiru,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
133,Tanko,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
134,Tasiu,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
135,Ubale,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
136,Umar Farouk,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
137,Zakari,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
138,Zayyad,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
139,Bashari,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
140,Gidado,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
141,Habibullahi,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
142,Maitama,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
143,Masari,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
144,Wamakko,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
145,Tambuwal,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
146,Kwankwaso,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
147,Nafada,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
148,Makarfi,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
149,Bamalli,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
150,Bayero,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
151,Maigari,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
152,Jega,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
153,Kazaure,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
154,Kontagora,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
155,Madobi,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
156,Galadanci,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
157,Dandatti,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
158,Dantata,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
159,Audu,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
160,Bappah,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
161,Gombe,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
162,Hadejia,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
163,Kaita,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
164,Kankia,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
165,Kebbi,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
166,Ningi,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
167,Ringim,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
168,Shinkafi,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa male given-name pool
