Rank,Surname,RarityLayer,Country,Notes
34,Sin,21_50_common,Cambodia,High-confidence Cambodia surname pool for game use
35,Long,21_50_common,Cambodia,High-confidence Cambodia surname pool for game use
36,Toem,21_50_common,Cambodia,High-confidence Cambodia surname pool for game use
37,Horn,21_50_common,Cambodia,High-confidence Cambodia surname pool for game use
38,Sim,21_50_common,Cambodia,High-confidence Cambodia surname pool for game use
39,Yim,21_50_common,Cambodia,High-confidence Cambodia surname pool for game use
40,Ngin,21_50_common,Cambodia,High-confidence Cambodia surname pool for game use
41,Nim,21_50_common,Cambodia,High-confidence Cambodia surname pool for game use
42,Thy,21_50_common,Cambodia,High-confidence Cambodia surname pool for game use
43,Eang,21_50_common,Cambodia,High-confidence Cambodia surname pool for game use
44,Khim,21_50_common,Cambodia,High-confidence Cambodia surname pool for game use
45,Soun,21_50_common,Cambodia,High-confidence Cambodia surname pool for game use
46,Van,21_50_common,Cambodia,High-confidence Cambodia surname pool for game use
47,Poeu,21_50_common,Cambodia,High-confidence Cambodia surname pool for game use
48,Khut,21_50_common,Cambodia,High-confidence Cambodia surname pool for game use
49,Ngeth,21_50_common,Cambodia,High-confidence Cambodia surname pool for game use
50,Ung,21_50_common,Cambodia,High-confidence Cambodia surname pool for game use
51,Heang,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
52,Sorn,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
53,Pich,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
54,Chhouk,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
55,Kak,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
56,Kao,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
57,Lorn,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
58,Meas,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
59,Moeun,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
60,Neang,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
61,Noy,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
62,Ou,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
63,Pech,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
64,Pen,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
65,Rin,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
66,Ros,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
67,Sar,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
68,Seang,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
69,Sen,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
70,Siv,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
71,So,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
72,Soeun,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
73,Suon,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
74,Ta,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
75,Tan,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
76,Tep,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
77,Thon,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
78,Tith,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
79,Ton,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
80,Vann,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
81,Yoeun,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
82,Ang,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
83,An,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
84,Bun,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
85,Bunna,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
86,Buth,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
87,Chak,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
88,Chakrya,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
89,Chhay,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
90,Chhoeun,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
91,Chhor,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
92,Chhuon,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
93,Chorn,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
94,Dam,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
95,Din,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
96,Duch,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
97,En,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
98,Eng,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
99,Eun,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
100,Han,51_100_normal,Cambodia,High-confidence Cambodia surname pool for game use
101,Hong,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
102,Im,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
103,In,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
104,Kea,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
105,Keat,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
106,Kek,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
107,Khau,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
108,Khoeun,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
109,Khon,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
110,Kit,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
111,Kor,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
112,Kosal,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
113,Kun,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
114,Lay,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
115,Leng,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
116,Leu,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
117,Lon,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
118,Maly,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
119,Mean,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
120,Meng,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
121,Mom,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
122,Mun,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
123,Na,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
124,Nath,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
125,Neth,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
126,Ngov,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
127,Nhek,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
128,Nhoem,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
129,Nhou,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
130,Nuon,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
131,Pa,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
132,Pal,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
133,Phat,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
134,Pho,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
135,Pin,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
136,Pon,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
137,Pou,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
138,Prak,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
139,Reach,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
140,Reth,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
141,Roeun,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
142,Run,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
143,Sa,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
144,Sak,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
145,Samnang,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
146,Sarin,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
147,Sav,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
148,Sea,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
149,Seak,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
150,Sean,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
151,Seav,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
152,Sey,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
153,Siev,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
154,Sing,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
155,Sokha,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
156,Som,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
157,Sou,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
158,Sour,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
159,Srey,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
160,Su,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
161,Suy,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
162,Tam,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
163,Tang,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
164,Tay,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
165,Tepy,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
166,Tha,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
167,Thach,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
168,Thea,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
169,Them,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
170,Theng,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
171,Tho,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
172,Thoeun,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
173,Thol,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
174,Thonh,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
175,Thuon,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
176,Ti,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
177,Tieng,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
178,Tou,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
179,Toun,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
180,Tra,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
181,Try,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
182,Tun,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
183,Var,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
184,Veasna,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
185,Von,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
186,Y,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
187,Yoeung,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
188,Yong,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
189,Yorn,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
190,Yuon,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
191,Kruy,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
192,Khleang,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
193,Pheak,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
194,Sophal,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
195,Ratha,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
196,Thida,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
197,Keao,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
198,Mouy,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
199,Kunthea,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
200,Sophea,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
201,Ratanak,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
202,Sovann,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
203,Sokhem,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
204,Sokhom,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
205,Sokun,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
206,Roth,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
207,Rotha,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
208,Sreymeas,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
209,Chenda,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
210,Dara,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
211,Narith,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
212,Piseth,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
213,Rith,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
214,Rithy,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
215,Sambath,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
216,Samat,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
217,Sopheap,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
218,Sophon,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
219,Vibol,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
220,Vireak,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
221,Visal,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
222,Viseth,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
223,Visoth,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
224,Vuth,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
225,Vuthy,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
226,Mony,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
227,Monyroth,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
228,Sarath,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
229,Sarith,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
230,Serey,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
231,Vannarith,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
232,Bora,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
233,Borey,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
234,Chetra,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
235,Kosalvuth,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
236,Panha,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
237,Phors,101_plus_rare,Cambodia,High-confidence Cambodia surname pool for game use
