Rank,Surname,RarityLayer,Pool,Notes
59,Bonnerjee,51_100_normal,Bengali,Conservative high-confidence Bengali surname pool
60,Bhuiyan,51_100_normal,Bengali,Conservative high-confidence Bengali surname pool
61,Bhuyan,51_100_normal,Bengali,Conservative high-confidence Bengali surname pool
62,Das,51_100_normal,Bengali,Conservative high-confidence Bengali surname pool
63,Dasgupta,51_100_normal,Bengali,Conservative high-confidence Bengali surname pool
64,Datta,51_100_normal,Bengali,Conservative high-confidence Bengali surname pool
65,Dhar,51_100_normal,Bengali,Conservative high-confidence Bengali surname pool
66,Dutta Gupta,51_100_normal,Bengali,Conservative high-confidence Bengali surname pool
67,Gaine,51_100_normal,Bengali,Conservative high-confidence Bengali surname pool
68,Gorai,51_100_normal,Bengali,Conservative high-confidence Bengali surname pool
69,Hazra,51_100_normal,Bengali,Conservative high-confidence Bengali surname pool
70,Haldar,51_100_normal,Bengali,Conservative high-confidence Bengali surname pool
71,Halder,51_100_normal,Bengali,Conservative high-confidence Bengali surname pool
72,Kar,51_100_normal,Bengali,Conservative high-confidence Bengali surname pool
73,Karmakar,51_100_normal,Bengali,Conservative high-confidence Bengali surname pool
74,Koley,51_100_normal,Bengali,Conservative high-confidence Bengali surname pool
75,Kundu,51_100_normal,Bengali,Conservative high-confidence Bengali surname pool
76,Lodha,51_100_normal,Bengali,Conservative high-confidence Bengali surname pool
77,Mallick,51_100_normal,Bengali,Conservative high-confidence Bengali surname pool
78,Mallik,51_100_normal,Bengali,Conservative high-confidence Bengali surname pool
79,Maiti,51_100_normal,Bengali,Conservative high-confidence Bengali surname pool
80,Maity,51_100_normal,Bengali,Conservative high-confidence Bengali surname pool
81,Naskar,51_100_normal,Bengali,Conservative high-confidence Bengali surname pool
82,Nath,51_100_normal,Bengali,Conservative high-confidence Bengali surname pool
83,Paitandi,51_100_normal,Bengali,Conservative high-confidence Bengali surname pool
84,Palit,51_100_normal,Bengali,Conservative high-confidence Bengali surname pool
85,Panja,51_100_normal,Bengali,Conservative high-confidence Bengali surname pool
86,Patra,51_100_normal,Bengali,Conservative high-confidence Bengali surname pool
87,Patwari,51_100_normal,Bengali,Conservative high-confidence Bengali surname pool
88,Poddar,51_100_normal,Bengali,Conservative high-confidence Bengali surname pool
89,Pramanik,51_100_normal,Bengali,Conservative high-confidence Bengali surname pool
90,Rakshit,51_100_normal,Bengali,Conservative high-confidence Bengali surname pool
91,Sadhukhan,51_100_normal,Bengali,Conservative high-confidence Bengali surname pool
92,Samanta,51_100_normal,Bengali,Conservative high-confidence Bengali surname pool
93,Santra,51_100_normal,Bengali,Conservative high-confidence Bengali surname pool
94,Sardar,51_100_normal,Bengali,Conservative high-confidence Bengali surname pool
95,Sen,51_100_normal,Bengali,Conservative high-confidence Bengali surname pool
96,Senapati,51_100_normal,Bengali,Conservative high-confidence Bengali surname pool
97,Set,51_100_normal,Bengali,Conservative high-confidence Bengali surname pool
98,Sett,51_100_normal,Bengali,Conservative high-confidence Bengali surname pool
99,Shaw,51_100_normal,Bengali,Conservative high-confidence Bengali surname pool
100,Shil,51_100_normal,Bengali,Conservative high-confidence Bengali surname pool
101,Shome,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
102,Sikder,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
103,Sinha Roy,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
104,Sur,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
105,Talukdar,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
106,Tarafdar,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
107,Thakur,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
108,Ukil,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
109,Bhattacharyya,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
110,Bandyopadhyaya,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
111,Guhathakurta,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
112,Guha,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
113,Kanjilal,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
114,Lodh,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
115,Majhi,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
116,Manna,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
117,Modak,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
118,Nag,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
119,Pakhira,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
120,Parui,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
121,Porel,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
122,Pradhan,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
123,Sasmal,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
124,Sastri,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
125,Sharma,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
126,Sutradhar,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
127,Tanti,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
128,Barik,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
129,Mahato,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
130,Mollah,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
131,Akhtar,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
132,Sheikh,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
133,Molla,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
134,Hossain,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
135,Haque,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
136,Islam,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
137,Miah,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
138,Mia,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
139,Mondol,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
140,Khan,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
141,Alam,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
142,Rahman,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
143,Karim,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
144,Rashid,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
145,Munsi,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
146,Patwary,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
147,Kazi,101_plus_rare,Bengali,Conservative high-confidence Bengali surname pool
