Rank,Surname,RarityLayer,Pool,Notes
50,Hirematt,21_50_common,Kannada,Conservative high-confidence Kannada surname pool
51,Hiremath,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
52,Holla,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
53,Hosamani,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
54,Hosur,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
55,Hublikar,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
56,Huilgol,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
57,Javali,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
58,Joshi,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
59,Kallur,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
60,Kamath,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
61,Kambar,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
62,Kammara,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
63,Karanth,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
64,Katti,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
65,Kattiimani,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
66,Kattiya,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
67,Kaujalgi,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
68,Kengal,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
69,Kini,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
70,Kittur,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
71,Kodandarama,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
72,Koppal,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
73,Koratagere,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
74,Kotian,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
75,Kudva,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
76,Kulkarni,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
77,Kumbar,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
78,Madhvacharya,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
79,Malya,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
80,Mane,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
81,Mankad,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
82,Marathe,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
83,Math,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
84,Mathad,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
85,Melkote,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
86,Mestri,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
87,Moger,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
88,Mudhol,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
89,Mudigoudar,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
90,Mudnakudu,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
91,Nadiger,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
92,Nadkarni,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
93,Nagaraj,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
94,Nair,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
95,Nanjappa,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
96,Nayaka,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
97,Nerlekar,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
98,Nidagundi,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
99,Niranjan,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
100,Padubidri,51_100_normal,Kannada,Conservative high-confidence Kannada surname pool
101,Pailoor,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
102,Palekar,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
103,Poojary,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
104,Prabhu,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
105,Purohit,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
106,Putran,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
107,Ramagond,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
108,Ramaswamy,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
109,Rangappa,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
110,Raykar,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
111,Rotti,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
112,Salian,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
113,Sankeshwar,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
114,Sastry,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
115,Savur,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
116,Shanbhag,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
117,Sharma,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
118,Shastri,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
119,Shinde,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
120,Shivalli,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
121,Sindhe,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
122,Sirsi,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
123,Sogalad,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
124,Somanath,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
125,Sonde,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
126,Soppimath,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
127,Subbanna,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
128,Subhedar,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
129,Sullia,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
130,Talaguppa,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
131,Talikoti,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
132,Tantry,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
133,Taranath,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
134,Udupa,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
135,Upadhya,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
136,Upadhyaya,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
137,Urs,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
138,Vadiraj,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
139,Vaidya,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
140,Venkataramaiah,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
141,Vishwakarma,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
142,Wadkar,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
143,Wodeyar,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
144,Yadava,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
145,Yaligar,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
146,Yaragatti,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
147,Yellappa,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
148,Mysorekar,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
149,Hubli,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
150,Belagavi,101_plus_rare,Kannada,Conservative high-confidence Kannada surname pool
