Rank,Surname,RarityLayer,Pool,Notes
25,Kasi,21_50_common,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
26,Khattak,21_50_common,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
27,Khel,21_50_common,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
28,Khostwal,21_50_common,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
29,Lodi,21_50_common,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
30,Lohani,21_50_common,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
31,Mangal,21_50_common,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
32,Marwat,21_50_common,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
33,Mohmand,21_50_common,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
34,Noorzai,21_50_common,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
35,Orakzai,21_50_common,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
36,Popalzai,21_50_common,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
37,Safi,21_50_common,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
38,Shinwari,21_50_common,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
39,Suleimankhel,21_50_common,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
40,Tareen,21_50_common,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
41,Tarin,21_50_common,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
42,Wazir,21_50_common,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
43,Waziri,21_50_common,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
44,Yousafzai,21_50_common,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
45,Yusufzai,21_50_common,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
46,Zadran,21_50_common,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
47,Zazai,21_50_common,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
48,Achakzai,21_50_common,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
49,Adezai,21_50_common,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
50,Alizai,21_50_common,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
51,Andar,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
52,Atmar,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
53,Babakarzai,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
54,Barakzai,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
55,Barkzai,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
56,Barki,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
57,Brahui,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
58,Burki,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
59,Daudzai,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
60,Dautani,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
61,Esakhel,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
62,Ghilji,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
63,Ghorghushti,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
64,Hassanzai,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
65,Ismailkhel,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
66,Jajiwal,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
67,Jalalkhel,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
68,Khan,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
69,Khanzada,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
70,Khogyani,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
71,Khosty,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
72,Kundi,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
73,Kurram,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
74,Ludin,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
75,Mandozai,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
76,Mandokhel,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
77,Mian,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
78,Musa Khel,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
79,Musakhel,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
80,Nasar,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
81,Niazi,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
82,Nikpi,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
83,Nurzai,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
84,Oryakhel,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
85,Panni,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
86,Panezai,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
87,Pashai,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
88,Pirkhel,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
89,Sadozai,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
90,Sakzai,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
91,Shamankhel,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
92,Sherani,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
93,Shirani,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
94,Sulemanzai,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
95,Swati,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
96,Tanoli,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
97,Tani,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
98,Tokhi,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
99,Utmankhel,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
100,Wardak,51_100_normal,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
101,Yar Muhammadzai,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
102,Yarzai,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
103,Zakhel,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
104,Amanzai,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
105,Badwan,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
106,Babar,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
107,Bahadur Khel,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
108,Baitani,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
109,Bangulzai,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
110,Darwesh Khel,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
111,Dilazak,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
112,Dotani,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
113,Durkhel,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
114,Ghaznavi,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
115,Gujjar,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
116,Haidarzai,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
117,Ibrahimzai,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
118,Jabar Khel,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
119,Kamalzai,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
120,Kasiwala,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
121,Khadizai,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
122,Mamund,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
123,Mandokhail,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
124,Mian Khel,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
125,Miramzai,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
126,Naser,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
127,Qalandar Khel,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
128,Roghani,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
129,Rohilla,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
130,Salarzai,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
131,Shalmani,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
132,Shamozai,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
133,Shinwary,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
134,Tarkani,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
135,Wazirzada,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
136,Yousaf Khel,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
137,Yusafzai,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
138,Zirak,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
139,Zmarakzai,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
140,Adozai,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
141,Ahmadzai,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
142,Ali Khel,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
143,Aminzai,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
144,Awanzai,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
145,Ayubzai,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
146,Barazai,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
147,Barmal,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
148,Bashkhel,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
149,Bostan Khel,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
150,Chamkani,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
151,Chamkanni,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
152,Darman,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
153,Durranai,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
154,Faqirzai,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
155,Ferozkhel,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
156,Hassan Khel,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
157,Ishaqzai,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
158,Izzatkhel,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
159,Jamal Khel,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
160,Janikhel,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
161,Kamal Khel,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
162,Kandahari,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
163,Kharoti,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
164,Khattani,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
165,Khogyanak,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
166,Khostai,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
167,Kochi,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
168,Kuchi Khel,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
169,Lalzai,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
170,Mahsud,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
171,Mahsood,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
172,Maidanwal,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
173,Mando Khel,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
174,Mianzai,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
175,Mirzai,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
176,Mohibwal,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
177,Momand,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
178,Musa Zai,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
179,Musazai,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
180,Naziri,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
181,Nurzadai,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
182,Omarzai,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
183,Pashteen,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
184,Pirzada,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
185,Qalandarzai,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
186,Qambarkhel,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
187,Qazizai,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
188,Raufzai,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
189,Sangin,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
190,Sarban,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
191,Shah Khel,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
192,Shahzadkhel,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
193,Sulaimanzai,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
194,Tarakzai,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
195,Tarklanri,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
196,Tarmakhil,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
197,Terakai,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
198,Umarkhel,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
199,Utman Khel,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
200,Wali Khel,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
201,Wardag,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
202,Yahyakhel,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
203,Yasinzai,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
204,Zaland,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
205,Zalandkhel,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
206,Zanganeh,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
207,Zazi,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
208,Zeb Khel,101_plus_rare,Pakistan Pashtun,Conservative high-confidence Pakistan Pashtun surname pool
