Rank,Surname,RarityLayer,Country,Notes
40,Keletaona,21_50_common,New Caledonia,High-confidence New Caledonia surname pool for game use
41,Walo,21_50_common,New Caledonia,High-confidence New Caledonia surname pool for game use
42,Wahoo,21_50_common,New Caledonia,High-confidence New Caledonia surname pool for game use
43,Kombouare,21_50_common,New Caledonia,High-confidence New Caledonia surname pool for game use
44,Poadja,21_50_common,New Caledonia,High-confidence New Caledonia surname pool for game use
45,Goromido,21_50_common,New Caledonia,High-confidence New Caledonia surname pool for game use
46,Gowe,21_50_common,New Caledonia,High-confidence New Caledonia surname pool for game use
47,Mapou,21_50_common,New Caledonia,High-confidence New Caledonia surname pool for game use
48,Mwe,21_50_common,New Caledonia,High-confidence New Caledonia surname pool for game use
49,Mare,21_50_common,New Caledonia,High-confidence New Caledonia surname pool for game use
50,Bako,21_50_common,New Caledonia,High-confidence New Caledonia surname pool for game use
51,Pangou,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
52,Pwataho,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
53,Pangai,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
54,Tane,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
55,Tine,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
56,Yeiwene,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
57,Goa,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
58,Uregei,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
59,Pene,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
60,Païta,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
61,Mareko,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
62,Mouli,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
63,Mouliom,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
64,Ounei,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
65,Pweja,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
66,Kawati,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
67,Nekelo,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
68,Tadine,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
69,Toumou,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
70,Xowie,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
71,Yanno,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
72,Beraud,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
73,Bernut,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
74,Beaujeu,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
75,Frouin,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
76,Gardel,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
77,Hoarau,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
78,Leconte,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
79,Ohlen,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
80,Rossi,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
81,Arrighi,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
82,Hannequin,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
83,Rossard,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
84,Cronstedt,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
85,Wright,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
86,Petit,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
87,Durand,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
88,Bernard,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
89,Blanc,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
90,Giraud,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
91,Lambert,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
92,Lefevre,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
93,Morel,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
94,Perrin,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
95,Bertrand,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
96,Andre,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
97,Legrand,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
98,Garnier,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
99,Gautier,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
100,Rivière,51_100_normal,New Caledonia,High-confidence New Caledonia surname pool for game use
101,Paul,101_plus_rare,New Caledonia,High-confidence New Caledonia surname pool for game use
102,Pons,101_plus_rare,New Caledonia,High-confidence New Caledonia surname pool for game use
103,Royer,101_plus_rare,New Caledonia,High-confidence New Caledonia surname pool for game use
104,Muller,101_plus_rare,New Caledonia,High-confidence New Caledonia surname pool for game use
105,Mercier,101_plus_rare,New Caledonia,High-confidence New Caledonia surname pool for game use
106,Meyer,101_plus_rare,New Caledonia,High-confidence New Caledonia surname pool for game use
107,Fontaine,101_plus_rare,New Caledonia,High-confidence New Caledonia surname pool for game use
108,Noel,101_plus_rare,New Caledonia,High-confidence New Caledonia surname pool for game use
109,Picard,101_plus_rare,New Caledonia,High-confidence New Caledonia surname pool for game use
110,Renard,101_plus_rare,New Caledonia,High-confidence New Caledonia surname pool for game use
111,Robert,101_plus_rare,New Caledonia,High-confidence New Caledonia surname pool for game use
112,Schmitt,101_plus_rare,New Caledonia,High-confidence New Caledonia surname pool for game use
113,Simon,101_plus_rare,New Caledonia,High-confidence New Caledonia surname pool for game use
114,Lemoine,101_plus_rare,New Caledonia,High-confidence New Caledonia surname pool for game use
115,Collet,101_plus_rare,New Caledonia,High-confidence New Caledonia surname pool for game use
116,Gilbert,101_plus_rare,New Caledonia,High-confidence New Caledonia surname pool for game use
117,Masson,101_plus_rare,New Caledonia,High-confidence New Caledonia surname pool for game use
118,Marchand,101_plus_rare,New Caledonia,High-confidence New Caledonia surname pool for game use
119,Lopez,101_plus_rare,New Caledonia,High-confidence New Caledonia surname pool for game use
120,Garcia,101_plus_rare,New Caledonia,High-confidence New Caledonia surname pool for game use
121,Fernandez,101_plus_rare,New Caledonia,High-confidence New Caledonia surname pool for game use
122,Moreno,101_plus_rare,New Caledonia,High-confidence New Caledonia surname pool for game use
123,Sanchez,101_plus_rare,New Caledonia,High-confidence New Caledonia surname pool for game use
124,Rodriguez,101_plus_rare,New Caledonia,High-confidence New Caledonia surname pool for game use
125,Baptiste,101_plus_rare,New Caledonia,High-confidence New Caledonia surname pool for game use
126,Poitchili,101_plus_rare,New Caledonia,High-confidence New Caledonia surname pool for game use
127,Wanegei,101_plus_rare,New Caledonia,High-confidence New Caledonia surname pool for game use
128,Poindimié,101_plus_rare,New Caledonia,High-confidence New Caledonia surname pool for game use
129,Moueaou,101_plus_rare,New Caledonia,High-confidence New Caledonia surname pool for game use
130,Hnawange,101_plus_rare,New Caledonia,High-confidence New Caledonia surname pool for game use
131,Gope,101_plus_rare,New Caledonia,High-confidence New Caledonia surname pool for game use
132,Tenda,101_plus_rare,New Caledonia,High-confidence New Caledonia surname pool for game use
133,Kauma,101_plus_rare,New Caledonia,High-confidence New Caledonia surname pool for game use
134,Welepane,101_plus_rare,New Caledonia,High-confidence New Caledonia surname pool for game use
135,Neaoutyine,101_plus_rare,New Caledonia,High-confidence New Caledonia surname pool for game use
136,Lafleur,101_plus_rare,New Caledonia,High-confidence New Caledonia surname pool for game use
137,Poue,101_plus_rare,New Caledonia,High-confidence New Caledonia surname pool for game use
