Rank,Surname,RarityLayer,Pool,Notes
179,Chennur,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
180,Chigurupati,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
181,Chitturi,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
182,Dantuluri,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
183,Darsi,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
184,Dendukuri,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
185,Donepudi,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
186,Eluri,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
187,Gaddam,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
188,Gadde,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
189,Gandham,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
190,Ginjupalli,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
191,Gorantla,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
192,Gorle,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
193,Gurrala,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
194,Immandi,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
195,Inturi,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
196,Jampana,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
197,Jonnalagadda,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
198,Kakani,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
199,Kalluri,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
200,Kamisetty,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
201,Kandimalla,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
202,Kanneboyina,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
203,Karnati,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
204,Katragadda,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
205,Kethireddy,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
206,Koneru,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
207,Kondaveeti,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
208,Kosuri,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
209,Kothuri,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
210,Krovvi,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
211,Kunapareddy,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
212,Maddineni,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
213,Meka,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
214,Modugula,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
215,Mopidevi,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
216,Movva,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
217,Nadella,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
218,Nagalla,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
219,Nallapati,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
220,Narayamsetty,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
221,Neelam,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
222,Nekkanti,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
223,Nerella,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
224,Nutakki,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
225,Pamarthi,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
226,Parcha,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
227,Pathuri,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
228,Peddinti,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
229,Penumatcha,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
230,Penumatsa,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
231,Pinapati,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
232,Polisetty,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
233,Ponnam,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
234,Pothineni,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
235,Pulivarthi,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
236,Pullela,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
237,Putcha,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
238,Ramineni,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
239,Raoju,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
240,Repalle,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
241,Sakhamuri,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
242,Sanapala,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
243,Sattena,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
244,Singamsetty,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
245,Sivakoti,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
246,Somanchi,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
247,Sriramoju,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
248,Tadi,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
249,Tadikamalla,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
250,Tammana,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
251,Tangella,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
252,Tirumalasetti,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
253,Turlapati,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
254,Uppalapati,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
255,Vadlamudi,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
256,Vajrala,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
257,Vallabhaneni,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
258,Vankayala,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
259,Veluri,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
260,Vissamraju,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
261,Yallapragada,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
262,Yerra,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
263,Yerrabolu,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
264,Yerraguntla,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
265,Yinuganti,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
266,Yoganand,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
267,Aakula,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
268,Anegondi,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
269,Annabathula,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
270,Basireddy,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
271,Cheruvu,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
272,Gundu,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
273,Kolli,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
274,Korra,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
275,Mogili,101_plus_rare,Telugu expanded,Expanded conservative Telugu expanded surname pool
