Rank,Surname,RarityLayer,Pool,Notes
31,de Zoysa,21_50_common,Sinhalese,Conservative high-confidence Sinhalese surname pool
32,de Abrew,21_50_common,Sinhalese,Conservative high-confidence Sinhalese surname pool
33,de Croos,21_50_common,Sinhalese,Conservative high-confidence Sinhalese surname pool
34,de Rosairo,21_50_common,Sinhalese,Conservative high-confidence Sinhalese surname pool
35,de Livera,21_50_common,Sinhalese,Conservative high-confidence Sinhalese surname pool
36,de Costa,21_50_common,Sinhalese,Conservative high-confidence Sinhalese surname pool
37,de Kretser,21_50_common,Sinhalese,Conservative high-confidence Sinhalese surname pool
38,de Soyza,21_50_common,Sinhalese,Conservative high-confidence Sinhalese surname pool
39,de Munck,21_50_common,Sinhalese,Conservative high-confidence Sinhalese surname pool
40,Abayakoon,21_50_common,Sinhalese,Conservative high-confidence Sinhalese surname pool
41,Abeygunawardena,21_50_common,Sinhalese,Conservative high-confidence Sinhalese surname pool
42,Abeykoon,21_50_common,Sinhalese,Conservative high-confidence Sinhalese surname pool
43,Abeynaike,21_50_common,Sinhalese,Conservative high-confidence Sinhalese surname pool
44,Abeyratne,21_50_common,Sinhalese,Conservative high-confidence Sinhalese surname pool
45,Abeysekera,21_50_common,Sinhalese,Conservative high-confidence Sinhalese surname pool
46,Abeysinghe,21_50_common,Sinhalese,Conservative high-confidence Sinhalese surname pool
47,Abeywardena,21_50_common,Sinhalese,Conservative high-confidence Sinhalese surname pool
48,Abeywickrama,21_50_common,Sinhalese,Conservative high-confidence Sinhalese surname pool
49,Adhikari,21_50_common,Sinhalese,Conservative high-confidence Sinhalese surname pool
50,Adikaram,21_50_common,Sinhalese,Conservative high-confidence Sinhalese surname pool
51,Ahangama,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
52,Alahakoon,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
53,Algama,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
54,Amarasekara,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
55,Amarasinghe,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
56,Amunugama,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
57,Anandarajah,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
58,Ariyadasa,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
59,Ariyasinghe,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
60,Atapattu,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
61,Athukorala,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
62,Balasuriya,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
63,Basnayake,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
64,Bogollagama,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
65,Chandrasekara,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
66,Corea,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
67,Daluwatte,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
68,Dahanayake,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
69,Darmasena,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
70,Dassanayake,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
71,Dayananda,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
72,de Chickera,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
73,de Gunawardena,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
74,de Seram,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
75,Dharmasiri,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
76,Dissanayake,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
77,Dodangoda,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
78,Edirisinghe,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
79,Ekanayake,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
80,Fonseka,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
81,Gamage,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
82,Ganegoda,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
83,Goonesekera,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
84,Gunaratne,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
85,Gunatilleke,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
86,Gunatunga,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
87,Gunaratna,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
88,Gunathilake,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
89,Gunathilaka,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
90,Guruge,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
91,Hapuarachchi,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
92,Hettiarachchi,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
93,Hewage,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
94,Hulangamuwa,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
95,Jayakody,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
96,Jayamaha,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
97,Jayasinghe,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
98,Jayasuriya,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
99,Jayasundera,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
100,Kalpage,51_100_normal,Sinhalese,Conservative high-confidence Sinhalese surname pool
101,Kannangara,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
102,Karunaratne,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
103,Karunasena,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
104,Karunatilleke,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
105,Kodikara,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
106,Kotelawala,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
107,Kulatunga,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
108,Kulasekara,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
109,Kumarasinghe,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
110,Lakshman,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
111,Liyanage,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
112,Madugalle,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
113,Malgoda,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
114,Marapana,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
115,Mudalige,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
116,Nanayakkara,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
117,Navaratne,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
118,Obeyesekere,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
119,Panabokke,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
120,Pathirana,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
121,Pelpola,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
122,Pilapitiya,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
123,Ponnamperuma,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
124,Premadasa,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
125,Premaratne,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
126,Premasiri,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
127,Ranasinghe,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
128,Ranatunga,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
129,Ratnasiri,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
130,Rodrigo,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
131,Samarakoon,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
132,Samarawickrama,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
133,Samarajeewa,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
134,Sandanayake,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
135,Seneviratne,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
136,Seneviratna,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
137,Senewiratne,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
138,Siriwardena,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
139,Somaratne,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
140,Sooriyabandara,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
141,Subasinghe,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
142,Talwatte,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
143,Tennakoon,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
144,Thennakoon,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
145,Tillekaratne,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
146,Udugampola,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
147,Vidanage,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
148,Warnakulasuriya,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
149,Weerakoon,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
150,Weeraratne,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
151,Weerasinghe,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
152,Weerasekara,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
153,Weerawardena,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
154,Welikala,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
155,Wickremaratne,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
156,Wickremasinghe,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
157,Wijayaratne,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
158,Wijeratne,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
159,Yapa,101_plus_rare,Sinhalese,Conservative high-confidence Sinhalese surname pool
