Rank,Surname,RarityLayer,Pool,Notes
109,Chandok,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
110,Dua,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
111,Ghai,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
112,Grewal,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
113,Johal,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
114,Kalra,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
115,Kalsi,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
116,Kang,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
117,Kohli,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
118,Makkar,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
119,Monga,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
120,Nanda,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
121,Nijjar,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
122,Oberoi,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
123,Pawar,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
124,Riar,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
125,Sahota,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
126,Samra,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
127,Sekhon,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
128,Shergill,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
129,Sodhi,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
130,Thind,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
131,Toor,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
132,Wassan,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
133,Bamrah,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
134,Bansal,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
135,Bhalla,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
136,Chhabra,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
137,Dhamija,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
138,Garg,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
139,Goel,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
140,Goyal,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
141,Jindal,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
142,Mehra,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
143,Mehrotra,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
144,Miglani,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
145,Rastogi,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
146,Sapra,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
147,Trehan,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
148,Bhasin,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
149,Lau,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
150,Mohan,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
151,Waraich,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
152,Lodhra,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
153,Matharu,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
154,Mahajan,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
155,Talib,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
156,Aheer,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
157,Attari,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
158,Bagga,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
159,Balhara,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
160,Baraich,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
161,Brarh,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
162,Chandela,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
163,Chatha,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
164,Dhot,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
165,Dhesi,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
166,Dogarh,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
167,Dosanjh,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
168,Ghuman,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
169,Goraya,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
170,Jassar,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
171,Jhajj,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
172,Jutt,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
173,Kahloon,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
174,Kaler,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
175,Kandhola,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
176,Kandhro,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
177,Kandwal,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
178,Kanju,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
179,Kassar,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
180,Khaira,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
181,Lad,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
182,Ladhar,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
183,Lall,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
184,Lidhar,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
185,Mahra,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
186,Mavi,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
187,Momi,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
188,Nagra,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
189,Natt,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
190,Padda,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
191,Patti,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
192,Pattar,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
193,Punia,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
194,Purewal,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
195,Rattu,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
196,Rupal,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
197,Sandhar,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
198,Sanghera,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
199,Sansi,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
200,Saroya,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
201,Sohal,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
202,Takhar,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
203,Takkar,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
204,Tatla,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
205,Thandi,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
206,Toorh,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
207,Virkh,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
208,Waraitich,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
209,Bohar,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
210,Dhaliwal,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
211,Dhindsa,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
212,Ghotra,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
213,Jhutti,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
214,Kandowalia,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
215,Phulkian,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
216,Riarh,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
217,Samagh,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
218,Saroa,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
219,Tung,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
220,Wadali,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
221,Bhamra,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
222,Bhamrah,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
223,Bharaj,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
224,Bhogal,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
225,Dhanjal,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
226,Judge,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
227,Mangat Rai,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
228,Sekhonia,101_plus_rare,Pakistan Punjabi,Conservative high-confidence Pakistan Punjabi surname pool
