Rank,Surname,RarityLayer,Pool,Notes
61,Fong,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese surname pool
62,Hii,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese surname pool
63,Tio,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese surname pool
64,Tioh,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese surname pool
65,Ch'ng,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese surname pool
66,Kong,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese surname pool
67,Kang,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese surname pool
68,Hong,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese surname pool
69,Soon,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese surname pool
70,Eng,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese surname pool
71,Chiew,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese surname pool
72,Khaw,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese surname pool
73,H'ng,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese surname pool
74,Chia,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese surname pool
75,Choong,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese surname pool
76,Chai,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese surname pool
77,Yuen,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese surname pool
78,Ling,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese surname pool
79,Koay,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese surname pool
80,Kooi,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese surname pool
81,Kok,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese surname pool
82,Kuok,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese surname pool
83,Lam,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese surname pool
84,Lee-Wong,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese surname pool
85,Ongkili,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese surname pool
86,Phang,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese surname pool
87,Siew,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese surname pool
88,Suan,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese surname pool
89,Taing,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese surname pool
90,Toon,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese surname pool
91,Tsen,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese surname pool
92,Tso,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese surname pool
93,Woon,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese surname pool
94,Yam,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese surname pool
95,Yik,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese surname pool
96,Yim,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese surname pool
97,Yio,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese surname pool
98,Cheah,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese surname pool
99,Choo,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese surname pool
100,Chow,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese surname pool
101,Chu,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese surname pool
102,Guan,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese surname pool
103,Hor,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese surname pool
104,How,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese surname pool
105,Kho,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese surname pool
106,Kian,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese surname pool
107,Koo,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese surname pool
108,Leow,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese surname pool
109,Long,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese surname pool
110,Loy,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese surname pool
111,Mui,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese surname pool
112,Ngui,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese surname pool
113,Siaw,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese surname pool
114,Sim,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese surname pool
115,Tanaka,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese surname pool
116,Tee,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese surname pool
117,Tiong,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese surname pool
118,Wan,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese surname pool
119,Yee,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese surname pool
120,Yow,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese surname pool
121,Yusof,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese surname pool
