Rank,Surname,RarityLayer,Pool,Notes
43,Vatubua,21_50_common,Fiji Indigenous,Expanded Fiji Indigenous surname pool
44,Tuinaceva,21_50_common,Fiji Indigenous,Expanded Fiji Indigenous surname pool
45,Rokocoko,21_50_common,Fiji Indigenous,Expanded Fiji Indigenous surname pool
46,Nasova,21_50_common,Fiji Indigenous,Expanded Fiji Indigenous surname pool
47,Vakadewavosa,21_50_common,Fiji Indigenous,Expanded Fiji Indigenous surname pool
48,Tamanisau,21_50_common,Fiji Indigenous,Expanded Fiji Indigenous surname pool
49,Raiyawa,21_50_common,Fiji Indigenous,Expanded Fiji Indigenous surname pool
50,Raiwalui,21_50_common,Fiji Indigenous,Expanded Fiji Indigenous surname pool
51,Tuinakauvadra,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
52,Naikore,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
53,Raibevu,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
54,Vakarorogo,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
55,Tuberi,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
56,Naiduavula,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
57,Naucukidi,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
58,Korovulavula,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
59,Matanatabu,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
60,Dausoko,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
61,Serupepeli,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
62,Qereqeretabua,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
63,Vulivuli,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
64,Yato,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
65,Niumataiwalu,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
66,Koroi,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
67,Koroitamana,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
68,Matanibale,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
69,Navunitawa,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
70,Veikoso,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
71,Rairai,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
72,Raikuna,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
73,Nabou,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
74,Nabalavu,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
75,Nabuli,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
76,Nabukadogo,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
77,Rokotuibau,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
78,Vosanibola,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
79,Nawai,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
80,Rokovada,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
81,Rokosuka,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
82,Naboulu,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
83,Tuvuki,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
84,Doviverata,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
85,Nayacalevu,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
86,Tawakei,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
87,Rokotabua,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
88,Tunidau,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
89,Tuatoko,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
90,Nauvukaria,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
91,Votawale,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
92,Nacebe,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
93,Rokobalavu,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
94,Roko,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
95,Qorowale,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
96,Nadakuitavuki,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
97,Serevi,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
98,Namosimalua,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
99,Koroiduadua,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
100,Naburoro,51_100_normal,Fiji Indigenous,Expanded Fiji Indigenous surname pool
101,Tawakevatu,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
102,Rokotui,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
103,Nawailagi,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
104,Naqeleca,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
105,Tawakebole,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
106,Laucala,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
107,Naigulevu,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
108,Nailatikau,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
109,Naisarani,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
110,Naiyaga,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
111,Namalumu,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
112,Namonitakula,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
113,Namosi,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
114,Nasilivata,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
115,Nasinu,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
116,Nasoqo,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
117,Navakamocea,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
118,Navatu,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
119,Nayagalevu,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
120,Qalibau,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
121,Qaranivalu,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
122,Qio,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
123,Qoma,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
124,Raiwasa,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
125,Raitini,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
126,Raralevu,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
127,Ratuva,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
128,Rokodura,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
129,Rokola,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
130,Rokomatu,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
131,Rokovunisei,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
132,Rokotakala,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
133,Saukuru,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
134,Sauturaga,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
135,Seruitia,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
136,Tamanivalu,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
137,Tanoa,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
138,Togamau,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
139,Tokatoka,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
140,Tuilovoni,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
141,Tuitoga,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
142,Tukairau,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
143,Tukana,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
144,Tukunaceva,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
145,Uluilakeba,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
146,Vakalalabure,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
147,Vakarisi,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
148,Vakaruru,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
149,Vakatora,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
150,Vasu,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
151,Veikune,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
152,Yabaki,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
153,Yadua,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
154,Yaqeta,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
155,Naitikau,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
156,Nabalebale,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
157,Rasaku,101_plus_rare,Fiji Indigenous,Expanded Fiji Indigenous surname pool
