Rank,Surname,RarityLayer,Pool,Notes
60,Bahar,51_100_normal,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
61,Bhanbhro,51_100_normal,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
62,Bhanbhani,51_100_normal,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
63,Bheel,51_100_normal,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
64,Bughio,51_100_normal,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
65,Buriro,51_100_normal,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
66,Chachar,51_100_normal,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
67,Channa,51_100_normal,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
68,Dahri,51_100_normal,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
69,Dayo,51_100_normal,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
70,Depar,51_100_normal,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
71,Dharejo,51_100_normal,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
72,Domki,51_100_normal,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
73,Ghanghro,51_100_normal,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
74,Gopang,51_100_normal,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
75,Hingorja,51_100_normal,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
76,Jiskani,51_100_normal,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
77,Joyo,51_100_normal,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
78,Kalhoro,51_100_normal,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
79,Kawish,51_100_normal,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
80,Keerio,51_100_normal,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
81,Khalfo,51_100_normal,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
82,Kolachi,51_100_normal,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
83,Korai,51_100_normal,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
84,Kumbhar,51_100_normal,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
85,Lashari,51_100_normal,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
86,Mallah,51_100_normal,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
87,Mangnejo,51_100_normal,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
88,Mirbahar,51_100_normal,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
89,Mirjat,51_100_normal,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
90,Morrio,51_100_normal,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
91,Nandwani,51_100_normal,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
92,Pallari,51_100_normal,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
93,Palijo,51_100_normal,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
94,Pirzada,51_100_normal,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
95,Qaimkhani,51_100_normal,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
96,Qambrani,51_100_normal,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
97,Rahar,51_100_normal,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
98,Raisani,51_100_normal,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
99,Rajar,51_100_normal,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
100,Rajo,51_100_normal,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
101,Rashdi,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
102,Sahibzada,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
103,Sajidani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
104,Sallar,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
105,Samejo,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
106,Sand,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
107,Sario,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
108,Sehto,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
109,Sheedi,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
110,Shikarpuri,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
111,Sial,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
112,Sohu,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
113,Sujawal,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
114,Tareen,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
115,Thaheem,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
116,Tunio,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
117,Ujjan,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
118,Wahidani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
119,Zardari,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
120,Malkani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
121,Advani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
122,Vaswani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
123,Hiranandani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
124,Motwani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
125,Mirchandani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
126,Moolchandani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
127,Rupani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
128,Mulchandani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
129,Bijlani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
130,Ahuja,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
131,Bhojwani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
132,Idnani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
133,Pamnani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
134,Keswani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
135,Bhatia,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
136,Tolani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
137,Thadani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
138,Makhija,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
139,Wadhwani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
140,Jethmalani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
141,Poonawalla,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
142,Asrani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
143,Lakhani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
144,Manshani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
145,Jagwani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
146,Pahlajani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
147,Harjani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
148,Kukreja,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
149,Moorjani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
150,Mulani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
151,Raheja,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
152,Ruparelia,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
153,Sajnani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
154,Talreja,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
155,Toprani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
156,Tulsiani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
157,Aalmani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
158,Aijazani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
159,Akhund,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
160,Akoli,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
161,Araini,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
162,Atta,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
163,Babar,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
164,Badani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
165,Baghani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
166,Baharani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
167,Balouch,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
168,Bhamani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
169,Bhojani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
170,Bhurgari,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
171,Bijarani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
172,Bozdar,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
173,Chandani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
174,Chanesar,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
175,Chitrali,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
176,Dars,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
177,Devrajani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
178,Dhamrah,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
179,Dhol,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
180,Doomki,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
181,Gadani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
182,Gajraj,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
183,Ghangro,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
184,Ghumro,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
185,Gorchani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
186,Hingoro,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
187,Hoshmani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
188,Jadmani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
189,Jakhro,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
190,Jamali,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
191,Jamot,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
192,Jatt,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
193,Junejani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
194,Kabirani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
195,Kalani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
196,Kandhro,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
197,Khahro,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
198,Khalidani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
199,Khilji,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
200,Khuhra,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
201,Khushk,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
202,Koreja,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
203,Ladkani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
204,Lalwani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
205,Lund,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
206,Maher,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
207,Malano,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
208,Mangrio,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
209,Mansuri,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
210,Memoni,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
211,Mirzaani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
212,Nawazani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
213,Pahore,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
214,Palari,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
215,Parihar,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
216,Pawar,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
217,Rahujo,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
218,Sachdev,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
219,Sadhwani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
220,Saini,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
221,Sakrandi,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
222,Samojo,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
223,Sandano,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
224,Saran,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
225,Soomri,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
226,Suhag,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
227,Thahim,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
228,Thattal,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
229,Tughiani,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
230,Wadho,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
231,Wadhoo,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
232,Wassanri,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
233,Zehri,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
234,Khaskhelvi,101_plus_rare,Pakistan Sindhi,Conservative high-confidence Pakistan Sindhi surname pool
