Rank,Surname,RarityLayer,Pool,Notes
39,Yusof,21_50_common,Malaysia Malay,Expanded Malaysia Malay surname pool
40,Yunus,21_50_common,Malaysia Malay,Expanded Malaysia Malay surname pool
41,Zainal,21_50_common,Malaysia Malay,Expanded Malaysia Malay surname pool
42,Zakaria,21_50_common,Malaysia Malay,Expanded Malaysia Malay surname pool
43,Zulkifli,21_50_common,Malaysia Malay,Expanded Malaysia Malay surname pool
44,Jamil,21_50_common,Malaysia Malay,Expanded Malaysia Malay surname pool
45,Jamal,21_50_common,Malaysia Malay,Expanded Malaysia Malay surname pool
46,Anuar,21_50_common,Malaysia Malay,Expanded Malaysia Malay surname pool
47,Azman,21_50_common,Malaysia Malay,Expanded Malaysia Malay surname pool
48,Azmi,21_50_common,Malaysia Malay,Expanded Malaysia Malay surname pool
49,Bakri,21_50_common,Malaysia Malay,Expanded Malaysia Malay surname pool
50,Baharom,21_50_common,Malaysia Malay,Expanded Malaysia Malay surname pool
51,Bakar,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
52,Basri,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
53,Daud,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
54,Fadzil,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
55,Fadli,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
56,Fauzi,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
57,Hadi,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
58,Hamid,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
59,Hanif,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
60,Hashim,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
61,Hassan Basri,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
62,Hisham,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
63,Hussein,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
64,Ismail Sabri,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
65,Johari,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
66,Kamal,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
67,Kasim,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
68,Khairuddin,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
69,Khir,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
70,Lokman,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
71,Mahathir,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
72,Mahyuddin,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
73,Mazlan,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
74,Misran,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
75,Mustafa,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
76,Naim,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
77,Nazri,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
78,Noh,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
79,Rahim,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
80,Rashid,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
81,Rosli,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
82,Sabri,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
83,Sani,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
84,Shah,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
85,Shukri,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
86,Siddiq,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
87,Sufian,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
88,Sukri,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
89,Talib,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
90,Tarmizi,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
91,Taufik,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
92,Yaacob,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
93,Yahya,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
94,Yatim,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
95,Yunos,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
96,Zabidi,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
97,Zaidi,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
98,Zaki,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
99,Zamri,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
100,Zubir,51_100_normal,Malaysia Malay,Expanded Malaysia Malay surname pool
101,bin Ahmad,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
102,bin Ali,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
103,bin Hassan,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
104,bin Hussin,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
105,bin Ibrahim,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
106,bin Ismail,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
107,bin Omar,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
108,bin Osman,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
109,bin Rahman,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
110,bin Salleh,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
111,bin Yusof,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
112,bin Yaacob,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
113,bin Kassim,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
114,bin Rashid,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
115,bin Hamid,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
116,bin Harun,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
117,bin Majid,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
118,bin Samad,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
119,bin Sabtu,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
120,bin Daud,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
121,bin Karim,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
122,bin Khamis,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
123,bin Noor,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
124,bin Sulong,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
125,bin Talib,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
126,bin Zainal,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
127,bin Zubir,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
128,bin Yatim,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
129,bin Sukri,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
130,bin Sidek,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
131,Tuanku,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
132,Tunku,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
133,Nik Mohd,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
134,Nik Ahmad,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
135,Wan Ismail,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
136,Wan Yusof,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
137,Wan Salleh,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
138,Raja Ahmad,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
139,Raja Ali,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
140,Megat Khas,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
141,Che Ibrahim,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
142,Syed Alwi,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
143,Syed Hamid,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
144,Sharif,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
145,Shariff,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
146,Baharin,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
147,Bakhtiar,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
148,Bashah,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
149,Fadzilah,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
150,Hamzah,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
151,Hasanuddin,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
152,Husin,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
153,Jais,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
154,Jamaludin,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
155,Kadir,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
156,Mahadi,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
157,Mahfuz,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
158,Mat,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
159,Mat Isa,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
160,Miswan,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
161,Nawi,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
162,Razif,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
163,Ridwan,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
164,Safuan,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
165,Saharuddin,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
166,Salim,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
167,Selamat,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
168,Shafie,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
169,Shamsudin,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
170,Sukor,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
171,Yahaya,101_plus_rare,Malaysia Malay,Expanded Malaysia Malay surname pool
