Rank,Surname,RarityLayer,Country,Notes
64,Dany,51_100_normal,Vanuatu,High-confidence Vanuatu surname pool for game use
65,Edgar,51_100_normal,Vanuatu,High-confidence Vanuatu surname pool for game use
66,Elijah,51_100_normal,Vanuatu,High-confidence Vanuatu surname pool for game use
67,Emmanuel,51_100_normal,Vanuatu,High-confidence Vanuatu surname pool for game use
68,Eric,51_100_normal,Vanuatu,High-confidence Vanuatu surname pool for game use
69,Ezekiel,51_100_normal,Vanuatu,High-confidence Vanuatu surname pool for game use
70,Felix,51_100_normal,Vanuatu,High-confidence Vanuatu surname pool for game use
71,Frank,51_100_normal,Vanuatu,High-confidence Vanuatu surname pool for game use
72,Gabriel,51_100_normal,Vanuatu,High-confidence Vanuatu surname pool for game use
73,Gideon,51_100_normal,Vanuatu,High-confidence Vanuatu surname pool for game use
74,Glen,51_100_normal,Vanuatu,High-confidence Vanuatu surname pool for game use
75,Harris,51_100_normal,Vanuatu,High-confidence Vanuatu surname pool for game use
76,Hosea,51_100_normal,Vanuatu,High-confidence Vanuatu surname pool for game use
77,Iolu,51_100_normal,Vanuatu,High-confidence Vanuatu surname pool for game use
78,Isaac,51_100_normal,Vanuatu,High-confidence Vanuatu surname pool for game use
79,Isaiah,51_100_normal,Vanuatu,High-confidence Vanuatu surname pool for game use
80,Ishmael,51_100_normal,Vanuatu,High-confidence Vanuatu surname pool for game use
81,Jacob,51_100_normal,Vanuatu,High-confidence Vanuatu surname pool for game use
82,Joel,51_100_normal,Vanuatu,High-confidence Vanuatu surname pool for game use
83,Jonah,51_100_normal,Vanuatu,High-confidence Vanuatu surname pool for game use
84,Jotham,51_100_normal,Vanuatu,High-confidence Vanuatu surname pool for game use
85,Josiah,51_100_normal,Vanuatu,High-confidence Vanuatu surname pool for game use
86,Julius,51_100_normal,Vanuatu,High-confidence Vanuatu surname pool for game use
87,Justin,51_100_normal,Vanuatu,High-confidence Vanuatu surname pool for game use
88,Kalkot,51_100_normal,Vanuatu,High-confidence Vanuatu surname pool for game use
89,Kaloa,51_100_normal,Vanuatu,High-confidence Vanuatu surname pool for game use
90,Korman,51_100_normal,Vanuatu,High-confidence Vanuatu surname pool for game use
91,Leo,51_100_normal,Vanuatu,High-confidence Vanuatu surname pool for game use
92,Levi,51_100_normal,Vanuatu,High-confidence Vanuatu surname pool for game use
93,Louis,51_100_normal,Vanuatu,High-confidence Vanuatu surname pool for game use
94,Luke,51_100_normal,Vanuatu,High-confidence Vanuatu surname pool for game use
95,Manu,51_100_normal,Vanuatu,High-confidence Vanuatu surname pool for game use
96,Martin,51_100_normal,Vanuatu,High-confidence Vanuatu surname pool for game use
97,Matthew,51_100_normal,Vanuatu,High-confidence Vanuatu surname pool for game use
98,Micah,51_100_normal,Vanuatu,High-confidence Vanuatu surname pool for game use
99,Moses,51_100_normal,Vanuatu,High-confidence Vanuatu surname pool for game use
100,Nathan,51_100_normal,Vanuatu,High-confidence Vanuatu surname pool for game use
101,Nikenike,101_plus_rare,Vanuatu,High-confidence Vanuatu surname pool for game use
102,Noah,101_plus_rare,Vanuatu,High-confidence Vanuatu surname pool for game use
103,Oliver,101_plus_rare,Vanuatu,High-confidence Vanuatu surname pool for game use
104,Oscar,101_plus_rare,Vanuatu,High-confidence Vanuatu surname pool for game use
105,Ralph,101_plus_rare,Vanuatu,High-confidence Vanuatu surname pool for game use
106,Ricky,101_plus_rare,Vanuatu,High-confidence Vanuatu surname pool for game use
107,Ruben,101_plus_rare,Vanuatu,High-confidence Vanuatu surname pool for game use
108,Sam,101_plus_rare,Vanuatu,High-confidence Vanuatu surname pool for game use
109,Samson,101_plus_rare,Vanuatu,High-confidence Vanuatu surname pool for game use
110,Saul,101_plus_rare,Vanuatu,High-confidence Vanuatu surname pool for game use
111,Scott,101_plus_rare,Vanuatu,High-confidence Vanuatu surname pool for game use
112,Silas,101_plus_rare,Vanuatu,High-confidence Vanuatu surname pool for game use
113,Solomon,101_plus_rare,Vanuatu,High-confidence Vanuatu surname pool for game use
114,Terry,101_plus_rare,Vanuatu,High-confidence Vanuatu surname pool for game use
115,Theo,101_plus_rare,Vanuatu,High-confidence Vanuatu surname pool for game use
116,Timothy,101_plus_rare,Vanuatu,High-confidence Vanuatu surname pool for game use
117,Titus,101_plus_rare,Vanuatu,High-confidence Vanuatu surname pool for game use
118,Toby,101_plus_rare,Vanuatu,High-confidence Vanuatu surname pool for game use
119,Tommy,101_plus_rare,Vanuatu,High-confidence Vanuatu surname pool for game use
120,Travis,101_plus_rare,Vanuatu,High-confidence Vanuatu surname pool for game use
121,Valentine,101_plus_rare,Vanuatu,High-confidence Vanuatu surname pool for game use
122,Victor,101_plus_rare,Vanuatu,High-confidence Vanuatu surname pool for game use
123,Vincent,101_plus_rare,Vanuatu,High-confidence Vanuatu surname pool for game use
124,Walter,101_plus_rare,Vanuatu,High-confidence Vanuatu surname pool for game use
125,Warren,101_plus_rare,Vanuatu,High-confidence Vanuatu surname pool for game use
126,Wesley,101_plus_rare,Vanuatu,High-confidence Vanuatu surname pool for game use
127,William,101_plus_rare,Vanuatu,High-confidence Vanuatu surname pool for game use
128,Wilson,101_plus_rare,Vanuatu,High-confidence Vanuatu surname pool for game use
129,Ari,101_plus_rare,Vanuatu,High-confidence Vanuatu surname pool for game use
130,Baniolo,101_plus_rare,Vanuatu,High-confidence Vanuatu surname pool for game use
131,Buleto,101_plus_rare,Vanuatu,High-confidence Vanuatu surname pool for game use
132,Kalmet,101_plus_rare,Vanuatu,High-confidence Vanuatu surname pool for game use
133,Mataru,101_plus_rare,Vanuatu,High-confidence Vanuatu surname pool for game use
134,Matas,101_plus_rare,Vanuatu,High-confidence Vanuatu surname pool for game use
135,Moluva,101_plus_rare,Vanuatu,High-confidence Vanuatu surname pool for game use
136,Nalpak,101_plus_rare,Vanuatu,High-confidence Vanuatu surname pool for game use
137,Napu,101_plus_rare,Vanuatu,High-confidence Vanuatu surname pool for game use
138,Obedson,101_plus_rare,Vanuatu,High-confidence Vanuatu surname pool for game use
