Rank,Surname,RarityLayer,Pool,Notes
70,Sabri,51_100_normal,Singapore Malay,Expanded Singapore Malay surname pool
71,Sani,51_100_normal,Singapore Malay,Expanded Singapore Malay surname pool
72,Shukri,51_100_normal,Singapore Malay,Expanded Singapore Malay surname pool
73,Sufian,51_100_normal,Singapore Malay,Expanded Singapore Malay surname pool
74,Tarmizi,51_100_normal,Singapore Malay,Expanded Singapore Malay surname pool
75,Yaacob,51_100_normal,Singapore Malay,Expanded Singapore Malay surname pool
76,Yahya,51_100_normal,Singapore Malay,Expanded Singapore Malay surname pool
77,Yatim,51_100_normal,Singapore Malay,Expanded Singapore Malay surname pool
78,Yunos,51_100_normal,Singapore Malay,Expanded Singapore Malay surname pool
79,Zabidi,51_100_normal,Singapore Malay,Expanded Singapore Malay surname pool
80,Zaidi,51_100_normal,Singapore Malay,Expanded Singapore Malay surname pool
81,bin Daud,51_100_normal,Singapore Malay,Expanded Singapore Malay surname pool
82,bin Hamzah,51_100_normal,Singapore Malay,Expanded Singapore Malay surname pool
83,bin Haji Ali,51_100_normal,Singapore Malay,Expanded Singapore Malay surname pool
84,bin Jamal,51_100_normal,Singapore Malay,Expanded Singapore Malay surname pool
85,bin Karim,51_100_normal,Singapore Malay,Expanded Singapore Malay surname pool
86,bin Khamis,51_100_normal,Singapore Malay,Expanded Singapore Malay surname pool
87,bin Noor,51_100_normal,Singapore Malay,Expanded Singapore Malay surname pool
88,bin Sulong,51_100_normal,Singapore Malay,Expanded Singapore Malay surname pool
89,bin Talib,51_100_normal,Singapore Malay,Expanded Singapore Malay surname pool
90,bin Zainal,51_100_normal,Singapore Malay,Expanded Singapore Malay surname pool
91,bin Zubir,51_100_normal,Singapore Malay,Expanded Singapore Malay surname pool
92,bin Yatim,51_100_normal,Singapore Malay,Expanded Singapore Malay surname pool
93,bin Yusoff,51_100_normal,Singapore Malay,Expanded Singapore Malay surname pool
94,bin Ridzuan,51_100_normal,Singapore Malay,Expanded Singapore Malay surname pool
95,bin Sidek,51_100_normal,Singapore Malay,Expanded Singapore Malay surname pool
96,bin Kadir,51_100_normal,Singapore Malay,Expanded Singapore Malay surname pool
97,bin Samat,51_100_normal,Singapore Malay,Expanded Singapore Malay surname pool
98,bin Sukri,51_100_normal,Singapore Malay,Expanded Singapore Malay surname pool
99,bin Yaacob,51_100_normal,Singapore Malay,Expanded Singapore Malay surname pool
100,bin Murad,51_100_normal,Singapore Malay,Expanded Singapore Malay surname pool
101,bin Nordin,101_plus_rare,Singapore Malay,Expanded Singapore Malay surname pool
102,bin Nawawi,101_plus_rare,Singapore Malay,Expanded Singapore Malay surname pool
103,bin Shukor,101_plus_rare,Singapore Malay,Expanded Singapore Malay surname pool
104,bin Tarmizi,101_plus_rare,Singapore Malay,Expanded Singapore Malay surname pool
105,bin Salim,101_plus_rare,Singapore Malay,Expanded Singapore Malay surname pool
106,bin Yahya,101_plus_rare,Singapore Malay,Expanded Singapore Malay surname pool
107,Syed Omar,101_plus_rare,Singapore Malay,Expanded Singapore Malay surname pool
108,Syed Noor,101_plus_rare,Singapore Malay,Expanded Singapore Malay surname pool
109,Raja Ahmad,101_plus_rare,Singapore Malay,Expanded Singapore Malay surname pool
110,Wan Ismail,101_plus_rare,Singapore Malay,Expanded Singapore Malay surname pool
111,Wan Salleh,101_plus_rare,Singapore Malay,Expanded Singapore Malay surname pool
112,Sharif,101_plus_rare,Singapore Malay,Expanded Singapore Malay surname pool
113,Shafie,101_plus_rare,Singapore Malay,Expanded Singapore Malay surname pool
114,Shamsudin,101_plus_rare,Singapore Malay,Expanded Singapore Malay surname pool
115,Hasanuddin,101_plus_rare,Singapore Malay,Expanded Singapore Malay surname pool
116,Jamaludin,101_plus_rare,Singapore Malay,Expanded Singapore Malay surname pool
117,Husin,101_plus_rare,Singapore Malay,Expanded Singapore Malay surname pool
118,Kadir,101_plus_rare,Singapore Malay,Expanded Singapore Malay surname pool
119,Nawawi,101_plus_rare,Singapore Malay,Expanded Singapore Malay surname pool
120,Ridwan,101_plus_rare,Singapore Malay,Expanded Singapore Malay surname pool
121,Safuan,101_plus_rare,Singapore Malay,Expanded Singapore Malay surname pool
122,Saharuddin,101_plus_rare,Singapore Malay,Expanded Singapore Malay surname pool
123,Salim,101_plus_rare,Singapore Malay,Expanded Singapore Malay surname pool
124,Selamat,101_plus_rare,Singapore Malay,Expanded Singapore Malay surname pool
125,Sukor,101_plus_rare,Singapore Malay,Expanded Singapore Malay surname pool
126,Hamzah,101_plus_rare,Singapore Malay,Expanded Singapore Malay surname pool
