Country name	Name	rank
Switzerland Italian	Giulio	173
Switzerland Italian	Edwin	174
Switzerland Italian	Massimiliano	175
Switzerland Italian	Vito	176
Switzerland Italian	Toby	177
Switzerland Italian	Samy	178
Switzerland Italian	Raffaele	179
Switzerland Italian	Nic	180
Switzerland Italian	Gaetano	181
Switzerland Italian	Erick	182
Switzerland Italian	Brice	183
Switzerland Italian	Vittorio	184
Switzerland Italian	Umberto	185
Switzerland Italian	Silas	186
Switzerland Italian	Rocco	187
Switzerland Italian	Elie	188
Switzerland Italian	Ari	189
Switzerland Italian	Pasquale	190
Switzerland Italian	Kris	191
Switzerland Italian	Jerry	192
Switzerland Italian	Fabiano	193
Switzerland Italian	Dante	194
Switzerland Italian	Cristiano	195
Switzerland Italian	Alfonso	196
Switzerland Italian	Torsten	197
Switzerland Italian	Renzo	198
Switzerland Italian	Niccolò	199
Switzerland Italian	Marlon	200
Switzerland Italian	Jonny	201
Switzerland Italian	Giancarlo	202
Switzerland Italian	Gerry	203
Switzerland Italian	Bo	204
Switzerland Italian	Silvano	205
Switzerland Italian	Rosario	206
Switzerland Italian	Robbie	207
Switzerland Italian	Pieter	208
Switzerland Italian	Mo	209
Switzerland Italian	Matias	210
Switzerland Italian	Mathis	211
Switzerland Italian	Ivano	212
Switzerland Italian	Gordon	213
Switzerland Italian	Finn	214
Switzerland Italian	Conor	215
Switzerland Italian	Albin	216
Switzerland Italian	Samuele	217
Switzerland Italian	Patrizio	218
Switzerland Italian	Niko	219
Switzerland Italian	Knut	220
Switzerland Italian	Jacopo	221
Switzerland Italian	Graziano	222
Switzerland Italian	Gian-Luca	223
Switzerland Italian	Eddie	224
