Rank,Surname,RarityLayer,Pool,Notes
30,Mbachu,21_50_common,Nigeria Igbo,Expanded Nigeria Igbo surname pool
31,Mbadiwe,21_50_common,Nigeria Igbo,Expanded Nigeria Igbo surname pool
32,Mbonu,21_50_common,Nigeria Igbo,Expanded Nigeria Igbo surname pool
33,Mmadike,21_50_common,Nigeria Igbo,Expanded Nigeria Igbo surname pool
34,Mnekwe,21_50_common,Nigeria Igbo,Expanded Nigeria Igbo surname pool
35,Moghalu,21_50_common,Nigeria Igbo,Expanded Nigeria Igbo surname pool
36,Nnabuife,21_50_common,Nigeria Igbo,Expanded Nigeria Igbo surname pool
37,Nnaemeka,21_50_common,Nigeria Igbo,Expanded Nigeria Igbo surname pool
38,Nnaji,21_50_common,Nigeria Igbo,Expanded Nigeria Igbo surname pool
39,Nnamani,21_50_common,Nigeria Igbo,Expanded Nigeria Igbo surname pool
40,Nnebedum,21_50_common,Nigeria Igbo,Expanded Nigeria Igbo surname pool
41,Nwankwo,21_50_common,Nigeria Igbo,Expanded Nigeria Igbo surname pool
42,Nwoke,21_50_common,Nigeria Igbo,Expanded Nigeria Igbo surname pool
43,Nwosu,21_50_common,Nigeria Igbo,Expanded Nigeria Igbo surname pool
44,Obi,21_50_common,Nigeria Igbo,Expanded Nigeria Igbo surname pool
45,Obinna,21_50_common,Nigeria Igbo,Expanded Nigeria Igbo surname pool
46,Obiakor,21_50_common,Nigeria Igbo,Expanded Nigeria Igbo surname pool
47,Obiekwe,21_50_common,Nigeria Igbo,Expanded Nigeria Igbo surname pool
48,Obioma,21_50_common,Nigeria Igbo,Expanded Nigeria Igbo surname pool
49,Obiora,21_50_common,Nigeria Igbo,Expanded Nigeria Igbo surname pool
50,Obiukwu,21_50_common,Nigeria Igbo,Expanded Nigeria Igbo surname pool
51,Obodo,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
52,Odili,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
53,Ofoegbu,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
54,Okafor,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
55,Okeke,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
56,Okoli,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
57,Okonkwo,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
58,Okoro,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
59,Okorocha,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
60,Okoye,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
61,Okpala,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
62,Okpara,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
63,Okpere,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
64,Onwubiko,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
65,Onwuka,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
66,Onyema,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
67,Onyia,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
68,Onwudiwe,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
69,Orji,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
70,Osuji,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
71,Otti,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
72,Ozoemena,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
73,Uba,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
74,Ubaka,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
75,Ubah,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
76,Uche,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
77,Ude,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
78,Udeh,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
79,Ugwu,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
80,Ukpabi,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
81,Umeh,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
82,Utomi,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
83,Nwadike,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
84,Nwafor,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
85,Nwodo,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
86,Nwobodo,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
87,Achara,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
88,Agu,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
89,Akubue,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
90,Anichebe,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
91,Ezenagu,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
92,Iroegbu,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
93,Madueke,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
94,Onuoha,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
95,Okoh,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
96,Uzor,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
97,Unachukwu,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
98,Nwankpa,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
99,Achunike,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
100,Adibe,51_100_normal,Nigeria Igbo,Expanded Nigeria Igbo surname pool
101,Aguocha,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
102,Akubuilo,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
103,Amalu,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
104,Anagbogu,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
105,Anibueze,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
106,Arinzechukwu,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
107,Azodo,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
108,Chibundu,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
109,Chidubem,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
110,Chikaodinaka,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
111,Chikwelu,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
112,Chinwuba,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
113,Eboh,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
114,Ede,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
115,Emeagwali,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
116,Emenike,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
117,Emenalo,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
118,Ezeadichie,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
119,Ezeala,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
120,Ezeilo,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
121,Ibeneme,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
122,Ibezimako,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
123,Iheanetu,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
124,Ikediashi,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
125,Ikemefuna,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
126,Ikenga,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
127,Imo,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
128,Maduabum,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
129,Madukwe,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
130,Mbonu-Ojike,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
131,Mmaduka,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
132,Mmadubuko,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
133,Ndukuba,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
134,Ndukwu,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
135,Nnadi,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
136,Nnoli,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
137,Nnorom,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
138,Nwachinemere,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
139,Nwadinobi,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
140,Nwakalor,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
141,Nwaorgu,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
142,Nwosuji,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
143,Obidike,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
144,Obikwelu,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
145,Obinwa,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
146,Ogbonna,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
147,Okereke,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
148,Ugoji,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
149,Anyanwutaku,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
150,Dimgba,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
151,Ikeagwu,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
152,Mgbokwere,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
153,Nnanta,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
154,Ofor,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
155,Okam,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
156,Ononogbu,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
157,Onuigbo,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
158,Ositadimma,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
159,Ubahakwe,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
160,Ezeugo,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
161,Nwankwere,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
162,Nwanolue,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
163,Onyemauche,101_plus_rare,Nigeria Igbo,Expanded Nigeria Igbo surname pool
