Rank,Surname,RarityLayer,Pool,Notes
47,Demba,21_50_common,Nigeria Fulani,Expanded Nigeria Fulani surname pool
48,Farouq,21_50_common,Nigeria Fulani,Expanded Nigeria Fulani surname pool
49,Gidado,21_50_common,Nigeria Fulani,Expanded Nigeria Fulani surname pool
50,Jauro,21_50_common,Nigeria Fulani,Expanded Nigeria Fulani surname pool
51,Jibrilla,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
52,Kale,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
53,Kawu,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
54,Madaki,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
55,Mahamadou,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
56,Maina,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
57,Mallo,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
58,Modu,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
59,Muhammadu,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
60,Ndiaye,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
61,Oumar,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
62,Sanda,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
63,Seydou,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
64,Sidi,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
65,Tanimu,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
66,Tijjani,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
67,Umar,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
68,Usaini,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
69,Wali,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
70,Yaya,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
71,Yerima,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
72,Ba,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
73,Barry,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
74,Cisse,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
75,Faal,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
76,Fall,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
77,Jobe,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
78,Kanoute,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
79,Kouyate,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
80,Ly,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
81,Mbaye,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
82,Sall,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
83,Seck,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
84,Sow,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
85,Sy,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
86,Toure,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
87,Wane,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
88,Balde,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
89,Bah,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
90,Jammeh,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
91,Lamin,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
92,Nabegu,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
93,Sarkin,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
94,Yau,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
95,Bello Muhammad,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
96,Lamido Bello,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
97,Ardo Ali,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
98,Ardoji,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
99,Ardokola,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
100,Baldeh,51_100_normal,Nigeria Fulani,Expanded Nigeria Fulani surname pool
101,Bari,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani surname pool
102,Bello Lamido,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani surname pool
103,Bocar Bah,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani surname pool
104,Buhari,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani surname pool
105,Cerno,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani surname pool
106,Dembo,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani surname pool
107,Diallo Bello,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani surname pool
108,Diallo Ardo,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani surname pool
109,Fofana,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani surname pool
110,Gaye,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani surname pool
111,Hammadi,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani surname pool
112,Jallow,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani surname pool
113,Jatta,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani surname pool
114,Kaura,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani surname pool
115,Kebbe,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani surname pool
116,Lamido Ardo,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani surname pool
117,Mballo,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani surname pool
118,Miri,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani surname pool
119,Modibbo Adama,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani surname pool
120,Njam,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani surname pool
121,Njamda,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani surname pool
122,Nura Ardo,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani surname pool
123,Pullo,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani surname pool
124,Sambol,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani surname pool
125,Sangare,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani surname pool
126,Seydi,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani surname pool
127,Sidibe,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani surname pool
128,Sillah,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani surname pool
129,Tenenkou,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani surname pool
130,Usman Lamido,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani surname pool
131,Wurobokki,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani surname pool
132,Yero Ardo,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani surname pool
133,Yerimah Bello,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani surname pool
134,Ardo Umar,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani surname pool
135,Bello Jallo,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani surname pool
136,Hamidu Ardo,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani surname pool
137,Lawan Ardo,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani surname pool
138,Bari Bah,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani surname pool
139,Jauro Ardo,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani surname pool
140,Sow Ardo,101_plus_rare,Nigeria Fulani,Expanded Nigeria Fulani surname pool
