Rank,Surname,RarityLayer,Pool,Notes
83,Bassey,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
84,Effiong,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
85,Essien,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
86,Okon,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
87,Udoh,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
88,Asuquo,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
89,Ekpenyong,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
90,Nsikak,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
91,Mfon,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
92,Iniobong,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
93,Uwem,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
94,Ime,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
95,Utibe,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
96,Emem,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
97,Archibong,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
98,Inyang,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
99,Abam,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
100,Abazie,51_100_normal,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
101,Abiye-Briggs,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
102,Akpene,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
103,Asinobor,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
104,Bebia,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
105,Bekinwari,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
106,Bomaebi,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
107,Dabup,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
108,Dappa-Biriye,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
109,Dumebi,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
110,Ebikeme,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
111,Ebiowei,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
112,Egbe,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
113,Eghosa,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
114,Eghwrudjakpo,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
115,Etebu,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
116,Ibori,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
117,Igbudu,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
118,Ikpomwosa,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
119,Iremide,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
120,Ivie,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
121,Keme,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
122,Obaro,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
123,Ogaga,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
124,Ogheneovo,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
125,Ogheneruno,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
126,Oghogho,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
127,Okoroete,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
128,Omamuli,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
129,Onomeh,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
130,Onoriobo,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
131,Opubo,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
132,Osahonamwen,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
133,Osedebamen,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
134,Osere,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
135,Osereme,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
136,Otobo,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
137,Perebo,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
138,Perekebina,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
139,Tamunomiete,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
140,Tamunonengiye,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
141,Tamunoteghe,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
142,Tare,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
143,Tarela,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
144,Uduakobong,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
145,Ufuoma,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
146,Urhie,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
147,Warikeme,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
148,Idara,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
149,Anietie,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
150,Atekpe,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
151,Bassey Ita,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
152,Effiong Bassey,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
153,Ekene Bassey,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
154,Yeghe,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
155,Pereotubo,101_plus_rare,Nigeria South-South / Niger Delta,Expanded Nigeria South-South / Niger Delta surname pool
