Rank,Surname,RarityLayer,Pool,Notes
57,Danjuma,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
58,Danladi,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
59,Dantani,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
60,Falalu,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
61,Funtua,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
62,Goni,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
63,Habibu,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
64,Halilu,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
65,Hashimu,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
66,Jafar,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
67,Jamilu,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
68,Junaidu,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
69,Kamilu,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
70,Kasimu,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
71,Liman,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
72,Lukman,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
73,Maina,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
74,Muktar,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
75,Najib,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
76,Naziru,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
77,Nura,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
78,Nurudeen,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
79,Rashid,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
80,Rilwanu,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
81,Sabiu,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
82,Shafiu,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
83,Shamsudeen,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
84,Sule,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
85,Tanimu,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
86,Uba,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
87,Wada,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
88,Yaro,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
89,Zayyanu,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
90,Zubairu,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
91,Kano,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
92,Katsina,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
93,Sokoto,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
94,Zaria,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
95,Gusau,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
96,Bauchi,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
97,Kaduna,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
98,Toro,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
99,Bichi,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
100,Rano,51_100_normal,Nigeria Hausa,Expanded Nigeria Hausa surname pool
101,Gaya,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
102,Abdulmumin,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
103,Abdusalam,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
104,Abubakar Bello,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
105,Audu,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
106,Bappah,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
107,Dandago,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
108,Dandatti,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
109,Danfulani,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
110,Dantata,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
111,Fagge,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
112,Galadanci,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
113,Giwa,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
114,Gombe,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
115,Hadejia,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
116,Jega,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
117,Kaita,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
118,Kankia,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
119,Kazaure,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
120,Kebbi,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
121,Kontagora,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
122,Madobi,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
123,Maikano,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
124,Maiwada,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
125,Marafa,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
126,Masari,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
127,Mashi,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
128,Ningi,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
129,Ringim,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
130,Shinkafi,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
131,Suleja,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
132,Tsauri,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
133,Wudil,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
134,Garko,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
135,Bayero,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
136,Bamalli,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
137,Maigari,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
138,Makarfi,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
139,Rimin Gado,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
140,Saminaka,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
141,Tureta,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
142,Rijiyar Lemo,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
143,Gwarzo,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
144,Dutse,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
145,Bodinga,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
146,Tambari,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
147,Maradun,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
148,Kiyawa,101_plus_rare,Nigeria Hausa,Expanded Nigeria Hausa surname pool
