Rank,Name,RarityLayer,Pool,Notes
26,Balram,21_50_common,Fiji Indian,Expanded Fiji Indian male given-name pool
27,Bharat,21_50_common,Fiji Indian,Expanded Fiji Indian male given-name pool
28,Bhupendra,21_50_common,Fiji Indian,Expanded Fiji Indian male given-name pool
29,Bilal,21_50_common,Fiji Indian,Expanded Fiji Indian male given-name pool
30,Chand,21_50_common,Fiji Indian,Expanded Fiji Indian male given-name pool
31,Chandra,21_50_common,Fiji Indian,Expanded Fiji Indian male given-name pool
32,Danish,21_50_common,Fiji Indian,Expanded Fiji Indian male given-name pool
33,Daya,21_50_common,Fiji Indian,Expanded Fiji Indian male given-name pool
34,Deepak,21_50_common,Fiji Indian,Expanded Fiji Indian male given-name pool
35,Dev,21_50_common,Fiji Indian,Expanded Fiji Indian male given-name pool
36,Devan,21_50_common,Fiji Indian,Expanded Fiji Indian male given-name pool
37,Dharam,21_50_common,Fiji Indian,Expanded Fiji Indian male given-name pool
38,Dinesh,21_50_common,Fiji Indian,Expanded Fiji Indian male given-name pool
39,Farhan,21_50_common,Fiji Indian,Expanded Fiji Indian male given-name pool
40,Farid,21_50_common,Fiji Indian,Expanded Fiji Indian male given-name pool
41,Fazil,21_50_common,Fiji Indian,Expanded Fiji Indian male given-name pool
42,Gopal,21_50_common,Fiji Indian,Expanded Fiji Indian male given-name pool
43,Hanif,21_50_common,Fiji Indian,Expanded Fiji Indian male given-name pool
44,Harish,21_50_common,Fiji Indian,Expanded Fiji Indian male given-name pool
45,Haroon,21_50_common,Fiji Indian,Expanded Fiji Indian male given-name pool
46,Hasan,21_50_common,Fiji Indian,Expanded Fiji Indian male given-name pool
47,Hassan,21_50_common,Fiji Indian,Expanded Fiji Indian male given-name pool
48,Hussain,21_50_common,Fiji Indian,Expanded Fiji Indian male given-name pool
49,Imran,21_50_common,Fiji Indian,Expanded Fiji Indian male given-name pool
50,Iqbal,21_50_common,Fiji Indian,Expanded Fiji Indian male given-name pool
51,Irfan,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
52,Ishaq,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
53,Ishwar,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
54,Jagdish,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
55,Jai,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
56,Jitendra,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
57,Junaid,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
58,Kamal,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
59,Karan,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
60,Kassim,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
61,Khalid,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
62,Krishna,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
63,Kumar,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
64,Lachhman,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
65,Lal,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
66,Mahendra,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
67,Mahesh,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
68,Manoj,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
69,Mansoor,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
70,Mohan,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
71,Mukesh,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
72,Munna,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
73,Naresh,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
74,Narayan,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
75,Naveen,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
76,Nazeer,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
77,Nilesh,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
78,Nirmal,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
79,Nizam,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
80,Noor,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
81,Omar,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
82,Parmesh,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
83,Prakash,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
84,Prasad,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
85,Prem,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
86,Rafiq,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
87,Rahim,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
88,Rahul,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
89,Raj,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
90,Rakesh,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
91,Ramesh,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
92,Ranjit,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
93,Rashid,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
94,Ravi,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
95,Riaz,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
96,Ritesh,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
97,Rohan,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
98,Roshan,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
99,Rustom,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
100,Saeed,51_100_normal,Fiji Indian,Expanded Fiji Indian male given-name pool
101,Sajid,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
102,Salim,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
103,Salman,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
104,Sameer,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
105,Sanjay,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
106,Satish,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
107,Shahid,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
108,Shankar,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
109,Shiv,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
110,Shivam,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
111,Shyam,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
112,Sohail,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
113,Subash,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
114,Sunil,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
115,Taj,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
116,Talib,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
117,Tariq,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
118,Umar,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
119,Usman,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
120,Vijay,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
121,Vinay,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
122,Vinesh,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
123,Waheed,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
124,Waseem,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
125,Yaseen,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
126,Yasir,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
127,Yousuf,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
128,Yunus,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
129,Zahid,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
130,Zain,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
131,Zeeshan,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
132,Ravindra,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
133,Kishore,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
134,Rajendra,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
135,Rajesh,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
136,Suresh,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
137,Dilip,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
138,Rupesh,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
139,Vikash,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
140,Vikram,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
141,Aftab,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
142,Arman,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
143,Fahad,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
144,Faizal,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
145,Hameed,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
146,Hamza,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
147,Kamlesh,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
148,Nadeem,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
149,Ravin,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
150,Ravinesh,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
151,Anand Kumar,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
152,Raghu,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
153,Ragunath,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
154,Shailesh,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
155,Anup,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
156,Ajeet,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
157,Baljit,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
158,Bhavesh,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
159,Abhay,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
160,Adesh,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
161,Adesh Kumar,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
162,Ajit,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
163,Aman,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
164,Anand Prasad,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
165,Arvind,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
166,Ashneel,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
167,Atish,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
168,Bhola,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
169,Brijesh,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
170,Dhirendra,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
171,Dhiren,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
172,Dushyant,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
173,Ehsan,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
174,Faheem,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
175,Faizan,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
176,Fijian,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
177,Gyan,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
178,Hemant,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
179,Indra,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
180,Ishaan,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
181,Jameel,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
182,Jaswant,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
183,Jitesh,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
184,Kamaljeet,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
185,Kamleshwar,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
186,Keshav,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
187,Krishneel,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
188,Krishnesh,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
189,Lakhanlal,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
190,Mahabir Prasad,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
191,Mahendra Kumar,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
192,Maheshwar,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
193,Manjeet,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
194,Mansoor Ali,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
195,Nadeem Ahmed,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
196,Naresh Kumar,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
197,Navin,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
198,Niranjan,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
199,Nitesh,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
200,Om,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
201,Pardeep,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
202,Pravin,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
203,Prem Chand,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
204,Raghuveer,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
205,Rajneel,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
206,Ramesh Chand,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
207,Ravin Kumar,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
208,Ravin Naidu,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
209,Ravish,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
210,Rohitesh,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
211,Rupesh Kumar,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
212,Sagar,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
213,Sameer Ali,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
214,Sanjit,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
215,Satyendra,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
216,Shailendra Kumar,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
217,Shamim,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
218,Shivneet,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
219,Shivnesh,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
220,Subhash,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
221,Sudesh,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
222,Sukhdev,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
223,Surendra,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
224,Tamoor,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
225,Tej,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
226,Umesh,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
227,Vimal,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
228,Vinod Kumar,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
229,Yash,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
230,Yusuf,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
231,Zakir,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
232,Aadil,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
233,Arbaz,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
234,Aslam,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
235,Devendra,101_plus_rare,Fiji Indian,Expanded Fiji Indian male given-name pool
