Rank,Name,RarityLayer,Country,Gender,Notes
96,Sebastian,51_100_normal,Samoa,male,Estimated Samoa male given-name pool for game use
97,Silas,51_100_normal,Samoa,male,Estimated Samoa male given-name pool for game use
98,Sina,51_100_normal,Samoa,male,Estimated Samoa male given-name pool for game use
99,Solomona,51_100_normal,Samoa,male,Estimated Samoa male given-name pool for game use
100,Stephen,51_100_normal,Samoa,male,Estimated Samoa male given-name pool for game use
101,Theo,101_plus_rare,Samoa,male,Estimated Samoa male given-name pool for game use
102,Tobias,101_plus_rare,Samoa,male,Estimated Samoa male given-name pool for game use
103,Tomasi,101_plus_rare,Samoa,male,Estimated Samoa male given-name pool for game use
104,Tony,101_plus_rare,Samoa,male,Estimated Samoa male given-name pool for game use
105,Victor,101_plus_rare,Samoa,male,Estimated Samoa male given-name pool for game use
106,Vincent,101_plus_rare,Samoa,male,Estimated Samoa male given-name pool for game use
107,Wesley,101_plus_rare,Samoa,male,Estimated Samoa male given-name pool for game use
108,Amosa,101_plus_rare,Samoa,male,Estimated Samoa male given-name pool for game use
109,Anesi,101_plus_rare,Samoa,male,Estimated Samoa male given-name pool for game use
110,Apelu,101_plus_rare,Samoa,male,Estimated Samoa male given-name pool for game use
111,Etuati,101_plus_rare,Samoa,male,Estimated Samoa male given-name pool for game use
112,Fetu,101_plus_rare,Samoa,male,Estimated Samoa male given-name pool for game use
113,Ilaisaane,101_plus_rare,Samoa,male,Estimated Samoa male given-name pool for game use
114,Isireli,101_plus_rare,Samoa,male,Estimated Samoa male given-name pool for game use
115,Lefau,101_plus_rare,Samoa,male,Estimated Samoa male given-name pool for game use
116,Matafeo,101_plus_rare,Samoa,male,Estimated Samoa male given-name pool for game use
117,Savea,101_plus_rare,Samoa,male,Estimated Samoa male given-name pool for game use
118,Sireli,101_plus_rare,Samoa,male,Estimated Samoa male given-name pool for game use
119,Sonatane,101_plus_rare,Samoa,male,Estimated Samoa male given-name pool for game use
120,Ulugia,101_plus_rare,Samoa,male,Estimated Samoa male given-name pool for game use
121,Uaine,101_plus_rare,Samoa,male,Estimated Samoa male given-name pool for game use
122,Ualesi,101_plus_rare,Samoa,male,Estimated Samoa male given-name pool for game use
123,Vaosa,101_plus_rare,Samoa,male,Estimated Samoa male given-name pool for game use
124,Aiono,101_plus_rare,Samoa,male,Estimated Samoa male given-name pool for game use
125,Alesana,101_plus_rare,Samoa,male,Estimated Samoa male given-name pool for game use
126,Lemalu,101_plus_rare,Samoa,male,Estimated Samoa male given-name pool for game use
127,Leota,101_plus_rare,Samoa,male,Estimated Samoa male given-name pool for game use
128,Papalii,101_plus_rare,Samoa,male,Estimated Samoa male given-name pool for game use
129,Tuala,101_plus_rare,Samoa,male,Estimated Samoa male given-name pool for game use
130,Fruean,101_plus_rare,Samoa,male,Estimated Samoa male given-name pool for game use
131,Keil,101_plus_rare,Samoa,male,Estimated Samoa male given-name pool for game use
132,Retzlaff,101_plus_rare,Samoa,male,Estimated Samoa male given-name pool for game use
133,Schuster,101_plus_rare,Samoa,male,Estimated Samoa male given-name pool for game use
134,Meredith,101_plus_rare,Samoa,male,Estimated Samoa male given-name pool for game use
135,Betham,101_plus_rare,Samoa,male,Estimated Samoa male given-name pool for game use
136,Mariner,101_plus_rare,Samoa,male,Estimated Samoa male given-name pool for game use
137,Vaai,101_plus_rare,Samoa,male,Estimated Samoa male given-name pool for game use
