Rank,Name,RarityLayer,CountryOrPool,Gender,Notes
51,Akhil,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
52,Akshay,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
53,Amith,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
54,Anand,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
55,Anil,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
56,Aravind,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
57,Arjun,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
58,Ashok,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
59,Bhaskar,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
60,Bharath,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
61,Chandan,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
62,Chandrashekar,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
63,Chiranth,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
64,Dharma,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
65,Dileep,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
66,Dilip,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
67,Dinesh,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
68,Ganapathi,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
69,Girish,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
70,Gopi,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
71,Hanumanth,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
72,Harish,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
73,Harsha,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
74,Hemanth,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
75,Jagannath,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
76,Janardhan,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
77,Jeevan,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
78,Karthik,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
79,Kiran,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
80,Kishore,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
81,Kumar,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
82,Lokesh,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
83,Madesh,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
84,Madhu,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
85,Mallikarjun,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
86,Manoj,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
87,Mohanraj,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
88,Murali,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
89,Muthu,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
90,Nagendra,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
91,Nagesh,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
92,Nandish,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
93,Narasimha,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
94,Naresh,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
95,Nitin,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
96,Pramod,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
97,Prasanna,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
98,Prashanth,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
99,Praveen,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
100,Premkumar,51_100_normal,Kannada,male,Estimated Kannada male given-name pool for game use
101,Raghuveer,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
102,Rahul,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
103,Rajat,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
104,Rajiv,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
105,Ranjith,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
106,Sachin,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
107,Sanjay,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
108,Sharath,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
109,Shreyas,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
110,Siddharth,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
111,Somanna,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
112,Subhash,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
113,Sunil,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
114,Tarun,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
115,Tejas,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
116,Thejas,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
117,Uday,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
118,Upendra,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
119,Varun,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
120,Vijendra,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
121,Vijeth,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
122,Vikram,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
123,Vishwanath,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
124,Yogesh,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
125,Abhilash,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
126,Adarsh,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
127,Aneesh,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
128,Aras,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
129,Basavaraj,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
130,Basavesh,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
131,Chethan,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
132,Chetan,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
133,Deepak,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
134,Devaraj,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
135,Gagan,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
136,Gangadhar,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
137,Gautham,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
138,Gowtham,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
139,Karthikeya,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
140,Lakshman,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
141,Lingaraj,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
142,Mahendra,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
143,Manikanta,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
144,Mohankumar,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
145,Naveenkumar,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
146,Niranjan,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
147,Pavan,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
148,Prajwal,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
149,Punith,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
150,Rakshith,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
151,Rakshit,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
152,Ranjan,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
153,Roopesh,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
154,Sampath,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
155,Sandeep,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
156,Shivu,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
157,Somashekar,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
158,Sridhar,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
159,Srikanth,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
160,Subramanya,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
161,Sudhakar,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
162,Sujay,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
163,Sumanth,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
164,Veeresh,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
165,Vijayendra,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
166,Vikash,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
167,Vijin,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
168,Yaduveer,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
169,Arvind,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
170,Chikkanna,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
171,Gururaj,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
172,Koushik,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
173,Mithun,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
174,Nagabhushan,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
175,Prithvi,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
176,Rajshekar,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
177,Vasanth,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
178,Ninasam,101_plus_rare,Kannada,male,Estimated Kannada male given-name pool for game use
