Rank,Name,RarityLayer,Country,Gender,Notes
66,Vaea,51_100_normal,Tonga,male,Estimated Tonga male given-name pool for game use
67,Vili,51_100_normal,Tonga,male,Estimated Tonga male given-name pool for game use
68,Akilisi,51_100_normal,Tonga,male,Estimated Tonga male given-name pool for game use
69,Aminiasi,51_100_normal,Tonga,male,Estimated Tonga male given-name pool for game use
70,Aniteli,51_100_normal,Tonga,male,Estimated Tonga male given-name pool for game use
71,Etuate,51_100_normal,Tonga,male,Estimated Tonga male given-name pool for game use
72,Havili,51_100_normal,Tonga,male,Estimated Tonga male given-name pool for game use
73,Kolo,51_100_normal,Tonga,male,Estimated Tonga male given-name pool for game use
74,Lisiate,51_100_normal,Tonga,male,Estimated Tonga male given-name pool for game use
75,Lolomanaia,51_100_normal,Tonga,male,Estimated Tonga male given-name pool for game use
76,Motuapuaka,51_100_normal,Tonga,male,Estimated Tonga male given-name pool for game use
77,Nili,51_100_normal,Tonga,male,Estimated Tonga male given-name pool for game use
78,Nukuhifala,51_100_normal,Tonga,male,Estimated Tonga male given-name pool for game use
79,Petelo,51_100_normal,Tonga,male,Estimated Tonga male given-name pool for game use
80,Saia,51_100_normal,Tonga,male,Estimated Tonga male given-name pool for game use
81,Samiu,51_100_normal,Tonga,male,Estimated Tonga male given-name pool for game use
82,Sefita,51_100_normal,Tonga,male,Estimated Tonga male given-name pool for game use
83,Sioeli,51_100_normal,Tonga,male,Estimated Tonga male given-name pool for game use
84,Sione-Havili,51_100_normal,Tonga,male,Estimated Tonga male given-name pool for game use
85,Sione-Moala,51_100_normal,Tonga,male,Estimated Tonga male given-name pool for game use
86,Taliai,51_100_normal,Tonga,male,Estimated Tonga male given-name pool for game use
87,Tameifuna,51_100_normal,Tonga,male,Estimated Tonga male given-name pool for game use
88,Taufao,51_100_normal,Tonga,male,Estimated Tonga male given-name pool for game use
89,Taukeiaho,51_100_normal,Tonga,male,Estimated Tonga male given-name pool for game use
90,Tuita,51_100_normal,Tonga,male,Estimated Tonga male given-name pool for game use
91,Tukutau,51_100_normal,Tonga,male,Estimated Tonga male given-name pool for game use
92,Ulukalala,51_100_normal,Tonga,male,Estimated Tonga male given-name pool for game use
93,Viliami-Fetu,51_100_normal,Tonga,male,Estimated Tonga male given-name pool for game use
94,Afa,51_100_normal,Tonga,male,Estimated Tonga male given-name pool for game use
95,Aho,51_100_normal,Tonga,male,Estimated Tonga male given-name pool for game use
96,Aukuso,51_100_normal,Tonga,male,Estimated Tonga male given-name pool for game use
97,Feao,51_100_normal,Tonga,male,Estimated Tonga male given-name pool for game use
98,Filo,51_100_normal,Tonga,male,Estimated Tonga male given-name pool for game use
99,Fonua,51_100_normal,Tonga,male,Estimated Tonga male given-name pool for game use
100,Fusitua,51_100_normal,Tonga,male,Estimated Tonga male given-name pool for game use
101,Hopoate,101_plus_rare,Tonga,male,Estimated Tonga male given-name pool for game use
102,Katoa,101_plus_rare,Tonga,male,Estimated Tonga male given-name pool for game use
103,Kelea,101_plus_rare,Tonga,male,Estimated Tonga male given-name pool for game use
104,Lavaka,101_plus_rare,Tonga,male,Estimated Tonga male given-name pool for game use
105,Lifuka,101_plus_rare,Tonga,male,Estimated Tonga male given-name pool for game use
106,Moeakiola,101_plus_rare,Tonga,male,Estimated Tonga male given-name pool for game use
107,Moheka,101_plus_rare,Tonga,male,Estimated Tonga male given-name pool for game use
108,Naulu,101_plus_rare,Tonga,male,Estimated Tonga male given-name pool for game use
109,Polutele,101_plus_rare,Tonga,male,Estimated Tonga male given-name pool for game use
110,Siaosi,101_plus_rare,Tonga,male,Estimated Tonga male given-name pool for game use
111,Tali,101_plus_rare,Tonga,male,Estimated Tonga male given-name pool for game use
112,Tau,101_plus_rare,Tonga,male,Estimated Tonga male given-name pool for game use
113,Tiueti,101_plus_rare,Tonga,male,Estimated Tonga male given-name pool for game use
114,Tuineau,101_plus_rare,Tonga,male,Estimated Tonga male given-name pool for game use
115,Uiliami,101_plus_rare,Tonga,male,Estimated Tonga male given-name pool for game use
116,Sonatane,101_plus_rare,Tonga,male,Estimated Tonga male given-name pool for game use
117,Sireli,101_plus_rare,Tonga,male,Estimated Tonga male given-name pool for game use
118,Kawika,101_plus_rare,Tonga,male,Estimated Tonga male given-name pool for game use
119,Ira,101_plus_rare,Tonga,male,Estimated Tonga male given-name pool for game use
120,Hiro,101_plus_rare,Tonga,male,Estimated Tonga male given-name pool for game use
121,Tevita-Malakai,101_plus_rare,Tonga,male,Estimated Tonga male given-name pool for game use
122,Sione-Lotu,101_plus_rare,Tonga,male,Estimated Tonga male given-name pool for game use
123,Viliami-Taufa,101_plus_rare,Tonga,male,Estimated Tonga male given-name pool for game use
124,Mafileo-Tukufuka,101_plus_rare,Tonga,male,Estimated Tonga male given-name pool for game use
125,Lopeti-Ofa,101_plus_rare,Tonga,male,Estimated Tonga male given-name pool for game use
126,Monefa,101_plus_rare,Tonga,male,Estimated Tonga male given-name pool for game use
127,Fusimalohi,101_plus_rare,Tonga,male,Estimated Tonga male given-name pool for game use
128,Koloamatangi,101_plus_rare,Tonga,male,Estimated Tonga male given-name pool for game use
129,Fakahau,101_plus_rare,Tonga,male,Estimated Tonga male given-name pool for game use
130,Tuipulotu,101_plus_rare,Tonga,male,Estimated Tonga male given-name pool for game use
131,Aholelei,101_plus_rare,Tonga,male,Estimated Tonga male given-name pool for game use
132,Vaipulu,101_plus_rare,Tonga,male,Estimated Tonga male given-name pool for game use
133,Malakai,101_plus_rare,Tonga,male,Estimated Tonga male given-name pool for game use
134,Noa,101_plus_rare,Tonga,male,Estimated Tonga male given-name pool for game use
135,Mateaki,101_plus_rare,Tonga,male,Estimated Tonga male given-name pool for game use
