Rank,Name,RarityLayer,CountryOrPool,Gender,Notes
74,Ajit,51_100_normal,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
75,Ajmer,51_100_normal,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
76,Amarjit,51_100_normal,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
77,Amrik,51_100_normal,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
78,Avtar,51_100_normal,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
79,Balraj,51_100_normal,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
80,Bhupinder,51_100_normal,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
81,Charanjit,51_100_normal,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
82,Davinder,51_100_normal,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
83,Devinder,51_100_normal,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
84,Gurbachan,51_100_normal,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
85,Gurbaksh,51_100_normal,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
86,Gurcharan,51_100_normal,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
87,Gurmail,51_100_normal,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
88,Gurnam,51_100_normal,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
89,Harnek,51_100_normal,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
90,Inderjit,51_100_normal,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
91,Jagdeep,51_100_normal,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
92,Jagtar,51_100_normal,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
93,Joginder,51_100_normal,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
94,Lakhbir,51_100_normal,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
95,Paramdeep,51_100_normal,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
96,Pritpal,51_100_normal,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
97,Ravneet,51_100_normal,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
98,Rupinderpal,51_100_normal,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
99,Satinder,51_100_normal,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
100,Sukhchain,51_100_normal,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
101,Sukhdev,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
102,Tarlochan,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
103,Tejpal,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
104,Ujagar,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
105,Yadwinder,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
106,Arshdeep,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
107,Arvinder,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
108,Bikramjit,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
109,Dilbagh,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
110,Gaganjot,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
111,Gaganjyot,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
112,Gurman,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
113,Gurvachan,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
114,Harnam,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
115,Harsimran,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
116,Jasraj,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
117,Jora,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
118,Kanwar,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
119,Karanveer,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
120,Kulwant,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
121,Manraj,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
122,Mintu,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
123,Navneet,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
124,Ravjot,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
125,Roopinder,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
126,Sarabjot,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
127,Sarvjeet,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
128,Shera,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
129,Sukhman,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
130,Taranjit,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
131,Tejbir,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
132,Varinder,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
133,Aman,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
134,Angad,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
135,Arjan,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
136,Arjunpreet,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
137,Bikram,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
138,Daljeet,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
139,Deepinder,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
140,Gagan,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
141,Gurleen,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
142,Gursimran,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
143,Hardev,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
144,Inderpal,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
145,Jovan,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
146,Karan,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
147,Lakha,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
148,Maan,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
149,Mangat,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
150,Pargat,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
151,Rattan,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
152,Rorawar,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
153,Satpal,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
154,Shamsher,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
155,Sucha,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
156,Swaran,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
157,Trilochan,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
158,Bhullar,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
159,Sidhu,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
160,Sandhu,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
161,Brar,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
162,Dhillon,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
163,Gill,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
164,Grewal,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
165,Bains,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
166,Chahal,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
167,Sekhon,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
168,Pannu,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
169,Aulakh,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
170,Toor,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
171,Mann,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
172,Sodhi,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
173,Bedi,101_plus_rare,India Punjabi NW,male,Estimated India Punjabi NW male given-name pool for game use
