Rank,Name,RarityLayer,BucketSource,Country,Gender,Notes
140,Domingo,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
141,Douglas,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
142,Eddie,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
143,Edgardo,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
144,Edmundo,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
145,Eduardo,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
146,Elian,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
147,Eliezer,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
148,Eliseo,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
149,Elmer,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
150,Enrique,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
151,Erasmo,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
152,Ernesto,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
153,Esteban,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
154,Ezequiel,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
155,Fabricio,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
156,Federico,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
157,Fermin,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
158,Fidel,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
159,Froilan,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
160,German,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
161,Gerson,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
162,Giovanni,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
163,Gregorio,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
164,Guillermo,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
165,Harold,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
166,Heriberto,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
167,Hiram,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
168,Humberto,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
169,Irvin,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
170,Isaac,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
171,Isaias,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
172,Isidro,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
173,Israel,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
174,Ivan,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
175,Jacinto,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
176,Jairo,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
177,Jaime,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
178,Jair,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
179,Jared,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
180,Jason,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
181,Jefrey,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
182,Jesus,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
183,Johan,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
184,John,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
185,Jonatan,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
186,Jordan,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
187,Joselo,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
188,Josian,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
189,Juancho,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
190,Justo,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
191,Kelvin,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
192,Kenneth,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
193,Lazaro,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
194,Leandro,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
195,Leonel,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
196,Leopoldo,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
197,Lester,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
198,Lisandro,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
199,Lorenzo,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
200,Luciano,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
201,Marcos,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
202,Mario,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
203,Martin,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
204,Matteo,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
205,Mauricio,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
206,Misael,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
207,Noel,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
208,Norberto,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
209,Octavio,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
210,Orlando,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
211,Osvaldo,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
212,Pablo,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
213,Patricio,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
214,Raudel,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
215,Renato,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
216,Reynaldo,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
217,Rigoberto,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
218,Rodolfo,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
219,Rolando,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
220,Rosendo,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
221,Salvador,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
222,Santiago,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
223,Santos,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
224,Saulo,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
225,Teodoro,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
226,Tomas,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
227,Ulises,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
228,Wilmer,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
229,Wilfred,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
230,Yoshua,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
231,Yuniel,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
232,Zabdiel,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
233,Zahir,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
234,Zion,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
235,Yomar,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
236,Osmar,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
237,Keyshon,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
238,Kendrick,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
239,Kelvyn,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
240,Brayan,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
241,Yandelis,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
242,Anuel,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
243,Jencarlos,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
244,Luismanuel,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
245,Josemanuel,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
246,Miguelangel,101_plus_rare,rare,Puerto Rico,male,Estimated Puerto Rico male given-name ranking for game use
