Rank,Name,RarityLayer,Pool,Notes
49,Hong Jun,21_50_common,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
50,Hao Ren,21_50_common,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
51,Jun Hao,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
52,Kai Xiang,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
53,Kai Wen,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
54,Wen Hao,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
55,Wen Jie,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
56,Wen Jun,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
57,Jin Hao,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
58,Jin Xuan,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
59,Sheng Hao,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
60,Zhen Wei,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
61,Zhen Jie,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
62,Zi Xuan,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
63,Zi Yang,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
64,Zhi Hao,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
65,Zhi Wei,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
66,Tian Wei,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
67,Wei Lun,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
68,Wei Quan,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
69,Xiang Wei,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
70,Ming Yang,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
71,Ming Jie,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
72,Yu Xuan,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
73,Yu Heng,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
74,Shun Jie,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
75,Shun Wei,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
76,Eng Huat,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
77,Eng Soon,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
78,Beng Huat,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
79,Beng Kiat,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
80,Loon,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
81,Marcus,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
82,Jason,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
83,Adrian,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
84,Aaron,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
85,Brandon,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
86,Darren,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
87,Daniel,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
88,Ryan,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
89,Nicholas,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
90,Benjamin,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
91,Kelvin,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
92,Leon,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
93,Desmond,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
94,Jonathan,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
95,Samuel,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
96,Bryan,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
97,Marcus Lee,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
98,Terence,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
99,Justin,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
100,Kenneth,51_100_normal,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
101,Vincent,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
102,Victor,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
103,Ivan,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
104,Raymond,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
105,Alex,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
106,Allen,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
107,Howard,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
108,Edmund,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
109,Chee Hong,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
110,Meng Kit,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
111,Kok Liang,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
112,Kok Choon,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
113,Seng Leong,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
114,Soon Teck,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
115,Teck Chye,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
116,Chin Wei,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
117,Chin Huat,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
118,Han Yong,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
119,Jin Yong,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
120,Wai Hong,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
121,Jia Xin,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
122,Jia Yin,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
123,Jia Sheng,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
124,Jia Hong,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
125,Jun Xian,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
126,Jun Yang,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
127,Jun Ren,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
128,Jian Han,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
129,Jian Xun,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
130,Jian Le,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
131,Zi Jie,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
132,Zi Wen,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
133,Zi Heng,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
134,Zhi Xian,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
135,Zhi Yang,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
136,Zhi Ren,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
137,Zhen Yong,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
138,Sheng Jie,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
139,Sheng Wei,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
140,Han Jie,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
141,Han Xiang,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
142,Hong Jie,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
143,Hong Sheng,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
144,Wei Han,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
145,Wei Xian,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
146,Wei Sheng,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
147,Wei Jian,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
148,Wei Xin,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
149,Wen Xian,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
150,Wen Sheng,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
151,Wen Yang,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
152,Kai Ting,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
153,Kai Sheng,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
154,Kai Le,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
155,Jin Wen,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
156,Jin Jie,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
157,Jin Wei,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
158,Yong Le,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
159,Yong Huat,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
160,Yong Leong,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
161,Boon Leong,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
162,Boon Hong,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
163,Boon Seng,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
164,Kok Beng,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
165,Kok Hong,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
166,Kok Kiat,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
167,Kian Leong,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
168,Kian Hock,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
169,Kian Yew,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
170,Choon Kit,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
171,Choon Meng,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
172,Seng Huat,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
173,Seng Yew,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
174,Hock Koon,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
175,Hock Hin,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
176,Chee Hoon,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
177,Chee Weng,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
178,Chee Fai,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
179,Kah Fai,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
180,Kah Weng,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
181,Wai Meng,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
182,Tze Huat,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
183,Tze Leong,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
184,Tze Yew,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
185,Eng Leong,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
186,Eng Kiat,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
187,Soon Leong,101_plus_rare,Malaysia Chinese,Expanded Malaysia Chinese male given-name pool
