Rank,Name,RarityLayer,CountryOrPool,Gender,Notes
27,Dipayan,21_50_common,Bengali,male,Estimated Bengali male given-name pool for game use
28,Dipto,21_50_common,Bengali,male,Estimated Bengali male given-name pool for game use
29,Kaushik,21_50_common,Bengali,male,Estimated Bengali male given-name pool for game use
30,Koushik,21_50_common,Bengali,male,Estimated Bengali male given-name pool for game use
31,Kaustav,21_50_common,Bengali,male,Estimated Bengali male given-name pool for game use
32,Kaustubh,21_50_common,Bengali,male,Estimated Bengali male given-name pool for game use
33,Kunal,21_50_common,Bengali,male,Estimated Bengali male given-name pool for game use
34,Mainak,21_50_common,Bengali,male,Estimated Bengali male given-name pool for game use
35,Madhusudan,21_50_common,Bengali,male,Estimated Bengali male given-name pool for game use
36,Mihir,21_50_common,Bengali,male,Estimated Bengali male given-name pool for game use
37,Mithun,21_50_common,Bengali,male,Estimated Bengali male given-name pool for game use
38,Mrinmoy,21_50_common,Bengali,male,Estimated Bengali male given-name pool for game use
39,Niladri,21_50_common,Bengali,male,Estimated Bengali male given-name pool for game use
40,Nilanjan,21_50_common,Bengali,male,Estimated Bengali male given-name pool for game use
41,Partha,21_50_common,Bengali,male,Estimated Bengali male given-name pool for game use
42,Pradip,21_50_common,Bengali,male,Estimated Bengali male given-name pool for game use
43,Prasenjit,21_50_common,Bengali,male,Estimated Bengali male given-name pool for game use
44,Prasun,21_50_common,Bengali,male,Estimated Bengali male given-name pool for game use
45,Rajarshi,21_50_common,Bengali,male,Estimated Bengali male given-name pool for game use
46,Rajdeep,21_50_common,Bengali,male,Estimated Bengali male given-name pool for game use
47,Rajib,21_50_common,Bengali,male,Estimated Bengali male given-name pool for game use
48,Rajiv,21_50_common,Bengali,male,Estimated Bengali male given-name pool for game use
49,Raktim,21_50_common,Bengali,male,Estimated Bengali male given-name pool for game use
50,Ranjan,21_50_common,Bengali,male,Estimated Bengali male given-name pool for game use
51,Ritabrata,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
52,Ritam,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
53,Ritoban,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
54,Ritwik,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
55,Ritwick,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
56,Rohit,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
57,Sagnik,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
58,Sandip,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
59,Sandeep,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
60,Sayan,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
61,Sayak,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
62,Shantanu,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
63,Shibaji,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
64,Shouvik,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
65,Shubhajit,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
66,Shubham,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
67,Shuvankar,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
68,Sougata,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
69,Soumya,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
70,Soumyajit,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
71,Sourav,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
72,Souvik,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
73,Subrata,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
74,Sudipta,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
75,Sugata,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
76,Sukanta,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
77,Sumanta,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
78,Supratik,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
79,Susanta,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
80,Tapas,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
81,Ujjal,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
82,Ujjwal,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
83,Utpal,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
84,Abir,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
85,Aritra,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
86,Arnab,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
87,Arpan,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
88,Arup,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
89,Avik,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
90,Ayandeep,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
91,Bapan,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
92,Barun,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
93,Bhaswar,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
94,Bikram,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
95,Chandan,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
96,Debmalya,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
97,Dibyendu,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
98,Gautam,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
99,Gourab,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
100,Hrishikesh,51_100_normal,Bengali,male,Estimated Bengali male given-name pool for game use
101,Indranil,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
102,Joydeep,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
103,Joydip,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
104,Joyjit,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
105,Kanchan,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
106,Krishnendu,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
107,Madhuraj,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
108,Monoj,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
109,Mrinal,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
110,Nabarun,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
111,Nandan,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
112,Nayan,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
113,Niloy,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
114,Palash,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
115,Pallab,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
116,Pinaki,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
117,Prosenjit,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
118,Pritam,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
119,Ritamoy,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
120,Ritesh,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
121,Ronojoy,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
122,Saikat,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
123,Sandipan,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
124,Saptarshi,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
125,Sayanjit,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
126,Shamik,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
127,Shankha,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
128,Shivaji,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
129,Soumen,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
130,Srijan,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
131,Subhasish,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
132,Sudip,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
133,Sudipto,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
134,Sukumar,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
135,Sumit,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
136,Tanmoy,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
137,Arghya,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
138,Arka,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
139,Atri,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
140,Bodhisattwa,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
141,Chiranjib,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
142,Debarghya,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
143,Dhrubo,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
144,Manab,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
145,Nandadulal,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
146,Pratyush,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
147,Rupam,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
148,Sabyasachi,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
149,Shayon,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
150,Subhabrata,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
151,Subhamoy,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
152,Subhojit,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
153,Subhro,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
154,Swapan,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
155,Tirthankar,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
156,Abhik,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
157,Anindya,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
158,Bodhan,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
159,Indrajit,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
160,Parthasarathi,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
161,Rupankar,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
162,Shyamal,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
163,Siddhartha,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
164,Soumik,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
165,Subhomoy,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
166,Tamal,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
167,Arunava,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
168,Bappaditya,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
169,Chiradeep,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
170,Debayan,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
171,Kingshuk,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
172,Madhumoy,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
173,Prantik,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
174,Rupak,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
175,Souradeep,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
176,Tathagata,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
177,Agnivo,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
178,Amlan,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
179,Aniket,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
180,Bitan,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
181,Ishaan,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
182,Jishnu,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
183,Kinkar,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
184,Pratyay,101_plus_rare,Bengali,male,Estimated Bengali male given-name pool for game use
