Rank,Name,RarityLayer,BucketSource,Country,Gender,Notes
71,Pros,51_100_normal,normal,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
72,Pisey,51_100_normal,normal,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
73,Sophaep,51_100_normal,normal,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
74,Sopheaktra,51_100_normal,normal,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
75,Sopheara,51_100_normal,normal,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
76,Sorya,51_100_normal,normal,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
77,Sothea,51_100_normal,normal,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
78,Sotharith,51_100_normal,normal,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
79,Sothiya,51_100_normal,normal,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
80,Sothy,51_100_normal,normal,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
81,Somnang,51_100_normal,normal,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
82,Sonith,51_100_normal,normal,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
83,Sathea,51_100_normal,normal,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
84,Samphy,51_100_normal,normal,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
85,Samrin,51_100_normal,normal,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
86,Sakngea,51_100_normal,normal,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
87,Samang,51_100_normal,normal,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
88,Kiri,51_100_normal,normal,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
89,Kiry,51_100_normal,normal,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
90,Bora,51_100_normal,normal,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
91,Boran,51_100_normal,normal,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
92,Borey,51_100_normal,normal,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
93,Bourey,51_100_normal,normal,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
94,Bunroeun,51_100_normal,normal,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
95,Chakara,51_100_normal,normal,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
96,Chakra,51_100_normal,normal,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
97,Chankrisna,51_100_normal,normal,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
98,Chandarith,51_100_normal,normal,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
99,Chanveasna,51_100_normal,normal,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
100,Chann,51_100_normal,normal,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
101,Chanthou,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
102,Chantrea,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
103,Charya,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
104,Chhay,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
105,Darany,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
106,Davuth,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
107,Khean,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
108,Khemera,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
109,Kravann,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
110,Leap,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
111,Many,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
112,Mao,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
113,Meaker,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
114,Mittapheap,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
115,Montha,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
116,Narin,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
117,Nhean,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
118,Nisay,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
119,Phim,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
120,Poeu,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
121,Ponlok,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
122,Puthyrith,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
123,Rainsey,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
124,Raksmei,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
125,Rathana,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
126,Reasmey,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
127,Rith,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
128,Rothanak,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
129,Samay,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
130,Samlain,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
131,Sangha,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
132,Sann,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
133,Sokhem,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
134,Sokhom,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
135,Sokun,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
136,Soth,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
137,Sothear,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
138,Sourkeat,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
139,Sov,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
140,Sovannar,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
141,Sovannarith,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
142,Sros,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
143,Thom,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
144,Veha,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
145,Visna,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
146,Acharya,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
147,Akra,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
148,Amara,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
149,Anchaly,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
150,Arun,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
151,Atith,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
152,Ban,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
153,Bun-Rong,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
154,Chak,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
155,Chakrya,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
156,Chay,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
157,Chhan,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
158,Chhunhakk,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
159,Eng,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
160,Hoeub,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
161,Ieu,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
162,Indr,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
163,Jaya,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
164,Jun-Chhoun,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
165,Kettiya,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
166,Kiman,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
167,Kristna,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
168,Lon,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
169,Meng,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
170,Monivong,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
171,Munney,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
172,Muth,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
173,Nath,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
174,Nghor,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
175,Nheal,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
176,Nhol,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
177,Nim,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
178,Nol,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
179,Norodom,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
180,Oum,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
181,Pheak,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
182,Pol,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
183,Pou,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
184,Rajendra,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
185,Ranariddh,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
186,Rangsey,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
187,Ratta,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
188,Rongsey,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
189,Rouet,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
190,Ry,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
191,Samouth,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
192,Samporn,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
193,Sary,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
194,Sen,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
195,Siden,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
196,Silong,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
197,Sim,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
198,Sisowath,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
199,Sokhun,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
200,Son,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
201,Surya,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
202,Sutshakan,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
203,Thai,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
204,Thoeun,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
205,Tioulong,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
206,Uth,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
207,Varin,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
208,Visith,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
209,Win,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
210,Yaso,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
211,Yem,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
212,Achariya,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
213,Akara,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
214,Bona,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
215,Chakriya,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
216,Chantou,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
217,Piseth,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
218,Sovay,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
219,Bun,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
220,Keo,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
221,Ly,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
222,Leng,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
223,Lim,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
224,Hong,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
225,Meas,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
226,So,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
227,Sun,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
228,Lay,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
229,Bunothyan,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
230,Phal,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
231,Heang,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
232,Ron,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
233,Sinat,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
234,An,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
235,Von,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
236,Ri,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
237,Nan,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
238,Sri,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
239,Sat,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
240,Roa,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
241,Pha,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
242,Rin,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
243,Kunthear,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
244,Syan,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
245,Samathey,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
246,Vibolrith,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
247,Odom,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
248,Phearom,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
249,Pheap,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
250,Sokchea,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
251,Sokhon,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
252,Tola,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
253,Boreak,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
254,Boreaksei,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
255,Chankosal,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
256,Chansophea,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
257,Chetra,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
258,Kosalvuth,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
259,Mony,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
260,Monyroth,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
261,Narak,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
262,Naro,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
263,Panha,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
264,Phanith,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
265,Phors,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
266,Rotanak,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
267,Sarath,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
268,Sarith,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
269,Serey,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
270,Sokly,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
271,Sopheap,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
272,Sovichea,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
273,Vannarith,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
274,Virak,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
275,Vuth,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
276,Manet,101_plus_rare,rare,Cambodia,male,Estimated Khmer/Cambodian male given-name ranking for game use
