Rank,Name,RarityLayer,CountryOrPool,Gender,Notes
43,Srinath,21_50_common,Telugu,male,Estimated Telugu male given-name pool for game use
44,Srikanth,21_50_common,Telugu,male,Estimated Telugu male given-name pool for game use
45,Sreekanth,21_50_common,Telugu,male,Estimated Telugu male given-name pool for game use
46,Srinu,21_50_common,Telugu,male,Estimated Telugu male given-name pool for game use
47,Sridhar,21_50_common,Telugu,male,Estimated Telugu male given-name pool for game use
48,Sudhakar,21_50_common,Telugu,male,Estimated Telugu male given-name pool for game use
49,Sudheer,21_50_common,Telugu,male,Estimated Telugu male given-name pool for game use
50,Suresh,21_50_common,Telugu,male,Estimated Telugu male given-name pool for game use
51,Suryanarayana,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
52,Surya,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
53,Tarun,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
54,Teja,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
55,Vamsi,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
56,Vamshi,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
57,Venu,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
58,Venkat,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
59,Venkateshwar,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
60,Vijay,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
61,Vijaykumar,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
62,Vikram,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
63,Vinay,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
64,Vinod,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
65,Vishnu,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
66,Viswanath,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
67,Yadagiri,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
68,Yogesh,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
69,Abhinav,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
70,Abhishek,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
71,Adarsh,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
72,Aditya,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
73,Ajay,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
74,Akhil,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
75,Anand,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
76,Ananth,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
77,Anantha,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
78,Anil,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
79,Arjun,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
80,Arun,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
81,Ashok,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
82,Ashwin,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
83,Avinash,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
84,Balakrishna,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
85,Bharath,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
86,Bhaskar,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
87,Chaitanya,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
88,Chandra Sekhar,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
89,Chandra Shekhar,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
90,Chandu,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
91,Chiranjeevi,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
92,Dharma,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
93,Dileep,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
94,Dilip,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
95,Dinesh,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
96,Durga Prasad,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
97,Ganesh,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
98,Gopal,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
99,Hari,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
100,Harikrishna,51_100_normal,Telugu,male,Estimated Telugu male given-name pool for game use
101,Harish,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
102,Harsha,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
103,Jagadish,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
104,Jagadeesh,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
105,Jagan,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
106,Jagannath,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
107,Janardhan,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
108,Kalyan,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
109,Karthik,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
110,Kiran,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
111,Kishore,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
112,Krishna,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
113,Krishnamurthy,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
114,Lakshman,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
115,Madhav,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
116,Madhusudhan,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
117,Madhusudan,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
118,Mahesh,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
119,Mallesh,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
120,Manikanta,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
121,Manoj,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
122,Murali,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
123,Naresh,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
124,Naveen,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
125,Nikhil,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
126,Pavan,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
127,Pawan,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
128,Phani,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
129,Prabhakar,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
130,Pradeep,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
131,Prasad,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
132,Praveen,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
133,Premkumar,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
134,Raghu,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
135,Rakesh,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
136,Ramesh Babu,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
137,Ranjith,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
138,Sai,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
139,Sai Kiran,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
140,Sai Kumar,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
141,Sai Prasad,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
142,Sai Ram,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
143,Sairam,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
144,Saketh,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
145,Santosh,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
146,Sekhar,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
147,Shankar,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
148,Sharath,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
149,Shiva,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
150,Subba Rao,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
151,Subhash,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
152,Sumanth,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
153,Sunil,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
154,Sushanth,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
155,Uday,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
156,Upendra,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
157,Varun,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
158,Venu Gopal,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
159,Vijayendra,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
160,Vineeth,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
161,Vishal,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
162,Vivek,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
163,Anirudh,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
164,Anudeep,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
165,Bhargav,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
166,Chakravarthi,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
167,Deepak,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
168,Devaraj,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
169,Eswar,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
170,Gautham,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
171,Hemanth,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
172,Jeevan,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
173,Kaushik,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
174,Lokesh,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
175,Mahendra,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
176,Mohan,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
177,Nitin,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
178,Pardhu,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
179,Pranay,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
180,Prudhvi,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
181,Rohit,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
182,Sandeep,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
183,Shashank,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
184,Siddharth,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
185,Sreekar,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
186,Sriram,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
187,Vardhan,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
188,Yashwanth,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
189,Harinath,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
190,Pramod,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
191,Kranthi,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
192,Vijaya Bhaskar,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
193,Balaraju,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
194,Sambasiva,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
195,Mallikarjun,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
196,Nagaraju,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
197,Venkadri,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
198,Nandakishore,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
199,Chandra Mouli,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
200,Satish,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
201,Sasikanth,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
202,Subramanyam,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
203,Srinivasa Rao,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
204,Brahmaji,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
205,Muralikrishna,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
206,Mohan Krishna,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
207,Ravi Teja,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
208,Sai Charan,101_plus_rare,Telugu,male,Estimated Telugu male given-name pool for game use
