Rank,Name,RarityLayer,Pool,Notes
47,Taufik,21_50_common,Singapore Malay,Expanded Singapore Malay male given-name pool
48,Wan Ahmad,21_50_common,Singapore Malay,Expanded Singapore Malay male given-name pool
49,Wan Mohd,21_50_common,Singapore Malay,Expanded Singapore Malay male given-name pool
50,Zainal,21_50_common,Singapore Malay,Expanded Singapore Malay male given-name pool
51,Zaki,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
52,Zakaria,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
53,Zulkifli,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
54,Zulhilmi,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
55,Zulkhairi,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
56,Adib,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
57,Adli,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
58,Aidil,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
59,Anuar,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
60,Ariff,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
61,Asri,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
62,Badrul,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
63,Bukhari,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
64,Daud,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
65,Fadhil,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
66,Fadli,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
67,Fuad,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
68,Hamzah,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
69,Hasnul,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
70,Haziq,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
71,Idham,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
72,Ikhwan,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
73,Imran,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
74,Ismail,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
75,Johan,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
76,Kamal,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
77,Khairi,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
78,Lokman,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
79,Mahmud,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
80,Malik,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
81,Mokhtar,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
82,Nazim,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
83,Nordin,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
84,Osman,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
85,Rahmat,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
86,Rosli,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
87,Sabri,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
88,Salleh,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
89,Samad,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
90,Sani,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
91,Sharifuddin,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
92,Sufian,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
93,Sulaiman,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
94,Zamri,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
95,Zubir,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
96,Zulkarnain,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
97,Azhar,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
98,Azri,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
99,Azrul,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
100,Azwan,51_100_normal,Singapore Malay,Expanded Singapore Malay male given-name pool
101,Shafiq,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
102,Firhan,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
103,Danish,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
104,Izzat,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
105,Hanif,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
106,Ridzuan,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
107,Ridzwan,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
108,Rizwan,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
109,Nabil,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
110,Danial,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
111,Irfaan,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
112,Khairi Fitri,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
113,Fauzi,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
114,Jamal,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
115,Jamil,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
116,Khalis,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
117,Mukhlis,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
118,Ridwan,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
119,Yusri,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
120,Adham,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
121,Adnan,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
122,Aizat,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
123,Aizuddin,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
124,Akif,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
125,Alif,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
126,Amzar,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
127,Anas,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
128,Arif,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
129,Asraf,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
130,Azzam,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
131,Daniyal,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
132,Hakimi,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
133,Haziem,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
134,Izzuddin,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
135,Khairul Anuar,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
136,Luqman Hakim,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
137,Muaz,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
138,Muzammil,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
139,Nazmi,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
140,Rifqi,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
141,Rizuan,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
142,Safiq,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
143,Shahrin,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
144,Shahrizam,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
145,Shukor,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
146,Syazwan,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
147,Tarmizi,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
148,Taufiq,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
149,Uwais,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
150,Zafran,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
151,Zaim,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
152,Zulazmi,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
153,Zulhelmi,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
154,Zulqarnain,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
155,Zulshafiq,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
156,Amran,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
157,Bakhtiar,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
158,Faudzi,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
159,Jefri,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
160,Hafeez,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
161,Hafidz,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
162,Hairul,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
163,Izzairi,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
164,Jasni,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
165,Marzuki,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
166,Mukmin,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
167,Nashriq,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
168,Naufal,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
169,Nazrul,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
170,Nurhidayat,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
171,Ridha,101_plus_rare,Singapore Malay,Expanded Singapore Malay male given-name pool
