naming_pool,name_type,name,score,pool_seq
country_AFG,given,Hikmat,82,184
country_AFG,given,Obaid,82,185
country_AFG,given,Paulo,82,186
country_AFG,given,Leo,82,187
country_AFG,given,Nisar,82,188
country_AFG,given,Adil,82,189
country_AFG,given,Jamil,82,190
country_AFG,given,Naseeb,82,191
country_AFG,given,Nasim,82,192
country_AFG,given,Latif,82,193
country_AFG,given,Hedayat,82,194
country_AFG,given,Tahir,82,195
country_AFG,given,Farooq,82,196
country_AFG,given,Marco,82,197
country_AFG,given,Rahman,82,198
country_AFG,given,Zahir,82,199
country_AFG,given,Jamal,82,200
country_AFG,given,Mujeeb,82,201
country_AFG,given,Sohail,82,202
country_AFG,given,Yahya,82,203
country_AFG,given,Milad,82,204
country_AFG,given,Aminullah,82,205
country_AFG,given,Iqbal,82,206
country_AFG,given,Niamatullah,82,207
country_AFG,given,Sergio,82,208
country_AFG,given,Waheedullah,82,209
country_AFG,given,Jalil,82,210
country_AFG,given,Hasib,82,211
country_AFG,given,Salim,82,212
country_AFG,given,Anderson,82,213
country_AFG,given,Ihsan,82,214
country_AFG,given,Rahimullah,82,215
country_AFG,given,Sanaullah,82,216
country_AFG,given,Nasrullah,82,217
country_AFG,given,Hafiz,82,218
country_AFG,given,Ghulam,82,219
country_AFG,given,Ab,82,220
country_AFG,given,Guilherme,82,221
country_AFG,given,Zahidullah,82,222
country_AFG,given,Sharifullah,82,223
country_AFG,given,Gustavo,82,224
country_AFG,given,Hakim,82,225
country_AFG,given,Caio,82,226
country_AFG,given,Arash,82,227
country_AFG,given,Saboor,82,228
country_AFG,given,Walid,82,229
country_AFG,given,Steven,82,230
country_AFG,given,Said,82,231
country_AFG,given,Ashraf,82,232
country_AFG,given,Mukhtar,82,233
country_AFG,given,Patrick,82,234
country_AFG,given,Luiz,82,235
country_AFG,given,Ricardo,82,236
country_AFG,given,Zaman,82,237
country_AFG,given,Sulaiman,82,238
country_AFG,given,Richard,82,239
country_AFG,given,Sediqullah,82,240
country_AFG,given,Douglas,82,241
country_AFG,given,Hameedullah,82,242
country_AFG,given,Yama,82,243
country_AFG,given,Hadi,82,244
country_AFG,given,Nematullah,82,245
country_AFG,given,Salman,82,246
country_AFG,given,Hazrat,82,247
country_AFG,given,Suliman,82,248
country_AFG,given,Tom,82,249
country_AFG,given,Shabir,82,250
country_AFG,given,Hedayatullah,82,251
country_AFG,given,Edris,82,252
country_AFG,given,Zakir,82,253
country_AFG,given,José,82,254
country_AFG,given,Jorge,82,255
country_AFG,given,Faizullah,82,256
country_AFG,given,Hasibullah,82,257
country_AFG,given,Hekmat,82,258
country_AFG,given,Mohib,82,259
country_AFG,given,Sajid,82,260
country_AFG,given,Enayatullah,82,261
country_AFG,given,Naweed,82,262
country_AFG,given,Chris,82,263
country_AFG,given,Sameer,82,264
country_AFG,given,Samir,82,265
country_AFG,given,Leandro,82,266
country_AFG,given,Qudrat,82,267
country_AFG,given,Arthur,82,268
country_AFG,given,Harry,82,269
country_AFG,given,Emal,82,270
country_AFG,given,Wais,82,271
country_AFG,given,Shukrullah,82,272
country_AFG,given,Ben,82,273
country_AFG,given,Zaki,82,274
country_AFG,given,George,82,275
country_AFG,given,Thomas,82,276
country_AFG,given,Yasir,82,277
country_AFG,given,Eric,82,278
country_AFG,given,Nabi,82,279
country_AFG,given,Khairullah,82,280
country_AFG,given,Vítor,82,281
country_AFG,given,Saleem,82,282
country_AFG,given,Shafi,82,283
country_AFG,given,Akbar,82,284
country_AFG,given,Fernando,82,285
country_AFG,given,Parwiz,82,286
country_AFG,given,Aryan,82,287
country_AFG,given,Kevin,82,288
country_AFG,given,Omer,82,289
country_AFG,given,Mohammad-Ali,82,290
country_AFG,given,Nasir-Ahmad,82,291
country_AFG,given,Syed,82,292
country_AFG,given,Massoud,82,293
country_AFG,given,Zalmai,82,294
country_AFG,given,Yaser,82,295
country_AFG,given,Stephen,82,296
country_AFG,given,Faridullah,82,297
country_AFG,given,Abdul-Basir,82,298
country_AFG,given,Adam,82,299
country_AFG,given,Masoud,82,300
country_AFG,given,Abu,82,301
country_AFG,given,Scott,82,302
country_AFG,given,Christopher,82,303
country_AFG,given,Nathan,82,304
country_AFG,given,Sam,82,305
country_AFG,given,Nawid,82,306
country_AFG,given,Charles,82,307
country_AFG,given,Baryalai,82,308
country_AFG,given,Mohamed,82,309
country_AFG,given,Júlio,82,310
country_AFG,given,Musa,82,311
country_AFG,given,Nick,82,312
country_AFG,given,Andrew,82,313
country_AFG,given,Waseem,82,314
country_AFG,given,Alireza,82,315
country_AFG,given,Flavio,82,316
country_AFG,given,Anthony,82,317
country_AFG,given,Noman,82,318
country_AFG,given,Luís,82,319
country_AFG,given,Khyber,82,320
country_AFG,given,Zakirullah,82,321
country_AFG,given,Shamsullah,82,322
country_AFG,given,Zabih,82,323
country_AFG,given,Khalilullah,82,324
country_AFG,given,Amrullah,82,325
country_AFG,given,Noorulhaq,82,326
country_AFG,given,Márcio,82,327
country_AFG,given,Hazratullah,82,328
country_AFG,given,Rahmanullah,82,329
country_AFG,given,Mohammadullah,82,330
country_AFG,given,Adnan,82,331
country_AFG,given,Sadiqullah,82,332
country_AFG,given,Muhibullah,82,333
country_AFG,given,Marc,82,334
country_AFG,given,Steve,82,335
country_AFG,given,Masih,82,336
country_AFG,given,Hamayoon,82,337
country_AFG,given,Hewad,82,338
country_AFG,given,Sefatullah,82,339
country_AFG,given,Roman,82,340
country_AFG,given,Max,82,341
country_AFG,given,Kamal,82,342
country_AFG,given,Fardin,82,343
country_AFG,given,Akram,82,344
country_AFG,given,Farhan,82,345
country_AFG,given,Nader,82,346
country_AFG,given,Mostafa,82,347
country_AFG,given,Nasibullah,82,348
country_AFG,given,Baktash,82,349
country_AFG,given,Justin,82,350
country_AFG,given,Mohammad-Reza,82,351
country_AFG,given,Faridoon,82,352
country_AFG,given,Ivan,82,353
country_AFG,given,Karimullah,82,354
country_AFG,given,Mansour,82,355
country_AFG,given,Navid,82,356
country_AFG,given,Joe,82,357
country_AFG,given,Farzad,82,358
country_AFG,given,Samad,82,359
country_AFG,given,Ian,82,360
country_AFG,given,Sifatullah,82,361
country_AFG,given,Matt,82,362
country_AFG,given,Josh,82,363
country_AFG,given,Fazel,82,364
country_AFG,given,Suhrab,82,365
country_AFG,given,Majid,82,366
country_AFG,given,Danny,82,367
country_AFG,given,Dan,82,368
country_AFG,given,Jack,82,369
country_AFG,given,Dave,82,370
country_AFG,given,Jonathan,82,371
country_AFG,given,Nadeem,82,372
country_AFG,given,Christian,82,373
country_AFG,given,Morteza,82,374
country_AFG,given,Assadullah,82,375
country_AFG,given,Shahab,82,376
country_AFG,given,Matin,82,377
country_AFG,given,Waqas,82,378
country_AFG,given,Nooragha,82,379
country_AFG,given,Khaled,82,380
country_AFG,given,Samuel,82,381
country_AFG,given,Hasan,82,382
country_AFG,given,Asghar,82,383
country_AFG,given,Bahram,82,384
country_AFG,given,Mohammad-Amin,82,385
country_AFG,given,Mehran,82,386
country_AFG,given,Mike,82,387
country_AFG,given,Zainullah,82,388
country_AFG,given,Sajjad,82,389
country_AFG,given,Vincent,82,390
country_AFG,given,Abdulaziz,82,391
country_AFG,given,Mohammed,82,392
country_AFG,given,Ali-Akbar,82,393
country_AFG,given,Mohsen,82,394
country_AFG,given,Raymond,82,395
country_AFG,given,Alan,82,396
country_AFG,given,Mobin,82,397
country_AFG,given,Behzad,82,398
country_AFG,given,Aref,82,399
country_AFG,given,Mohamad,82,400
country_AFG,given,Gary,82,401
country_AFG,given,Mehmet,82,402
country_AFG,given,Roy,82,403
country_AFG,given,Jon,82,404
country_AFG,given,Tim,82,405
country_AFG,given,Jay,82,406
country_AFG,given,Ali-Reza,82,407
country_AFG,given,Bob,82,408
country_AFG,given,Brian,82,409
country_AFG,given,Sohrab,82,410
country_AFG,given,Emad,82,411
country_AFG,given,Abo,82,412
country_AFG,given,Fahad,82,413
country_AFG,given,Yusuf,82,414
country_AFG,given,Simon,82,415
country_AFG,given,Mohd,82,416
country_AFG,given,Mahmoud,82,417
country_AFG,given,Martin,82,418
country_AFG,given,Bahman,82,419
country_AFG,given,Alexander,82,420
country_AFG,given,Shahram,82,421
country_AFG,given,Andy,82,422
country_AFG,given,Angel,82,423
country_AFG,given,Kazem,82,424
country_AFG,given,Mehdi,82,425
country_AFG,given,Tony,82,426
country_AFG,given,Osama,82,427
country_AFG,given,Ryan,82,428
country_AFG,given,Will,82,429
country_AFG,given,Jeffrey,82,430
country_AFG,given,Henry,82,431
country_AFG,given,Anil,82,432
country_AFG,given,Jim,82,433
country_AFG,given,Zeeshan,82,434
country_AFG,given,Sunny,82,435
country_AFG,given,Jason,82,436
country_AFG,given,Jeremy,82,437
country_AFG,given,Aaron,82,438
country_AFG,given,Jordan,82,439
country_AFG,given,Jamie,82,440
country_AFG,given,Benjamin,82,441
country_AFG,given,Robin,82,442
country_AFG,given,Farshid,82,443
country_AFG,given,Jeff,82,444
country_AFG,given,Kelvin,82,445
country_AFG,given,Mortaza,82,446
country_AFG,given,Albert,82,447
country_AFG,given,Matthew,82,448
country_AFG,given,Bryan,82,449
country_AFG,given,Nasser,82,450
country_AFG,given,Sean,82,451
country_AFG,given,Adel,82,452
country_AFG,given,Bill,82,453
country_AFG,given,Ammar,82,454
country_AFG,given,Faramarz,82,455
country_AFG,given,Joshua,82,456
country_AFG,given,Shayan,82,457
country_AFG,given,Saad,82,458
country_AFG,given,Eslam,82,459
country_AFG,given,Parviz,82,460
country_AFG,given,Hashem,82,461
country_AFG,given,Johnny,82,462
country_AFG,given,Taha,82,463
country_AFG,given,Aliakbar,82,464
country_AFG,given,Umair,82,465
country_AFG,given,Saleh,82,466
country_AFG,given,Al,82,467
country_AFG,given,Edward,82,468
country_AFG,given,Farshad,82,469
country_AFG,given,Adrian,82,470
country_AFG,given,Ken,82,471
country_AFG,given,Joseph,82,472
country_AFG,given,Sattar,82,473
country_AFG,given,Charlie,82,474
country_AFG,given,Amjad,82,475
country_ALB,given,Andi,78,1
country_ALB,given,Noel,74,2
country_ALB,given,Ilir,90,3
country_ALB,given,Aron,90,4
country_ALB,given,Elton,74,5
country_ALB,given,Amar,74,6
country_ALB,given,Ardit,90,7
country_ALB,given,Aldo,74,8
country_ALB,given,Ervin,90,9
country_ALB,given,Leon,74,10
country_ALB,given,Ermal,90,11
country_ALB,given,Enea,74,12
country_ALB,given,Altin,90,13
country_ALB,given,Erjon,90,14
country_ALB,given,Denis,74,15
country_ALB,given,Arber,90,16
country_ALB,given,Arben,90,17
country_ALB,given,Dritan,90,18
country_ALB,given,Alban,90,19
country_ALB,given,Samuel,74,20
country_ALB,given,Endri,90,21
country_ALB,given,Kristian,90,22
country_ALB,given,Sokol,90,23
country_ALB,given,Luan,90,24
country_ALB,given,Erion,90,25
country_ALB,given,Florian,74,26
country_ALB,given,Fatjon,90,27
country_ALB,given,Luis,74,28
country_ALB,given,Mario,74,29
country_ALB,given,Dion,74,30
country_ALB,given,Anis,90,31
country_ALB,given,Erlis,90,32
country_ALB,given,Albi,74,33
country_ALB,given,Roan,74,34
country_ALB,given,Erald,90,35
country_ALB,given,Elio,74,36
country_ALB,given,Artur,74,37
country_ALB,given,Arian,90,38
country_ALB,given,Ervis,90,39
country_ALB,given,Klevi,90,40
country_ALB,given,Elvis,74,41
country_ALB,given,Klajdi,90,42
country_ALB,given,Bledi,90,43
country_ALB,given,Arlind,90,44
country_ALB,given,Klevis,90,45
country_ALB,given,Gentian,90,46
country_ALB,given,Besnik,90,47
country_ALB,given,Endrit,90,48
country_ALB,given,Ardian,90,49
country_ALB,given,Indrit,90,50
country_ALB,given,Klodian,90,51
country_ALB,given,Jona,74,52
country_ALB,given,Saimir,90,53
country_ALB,given,Besmir,90,54
country_ALB,given,Ermir,90,55
country_ALB,given,Bledar,90,56
country_ALB,given,Leonard,74,57
country_ALB,given,Kreshnik,90,58
country_ALB,given,Igli,90,59
country_ALB,given,Edmond,74,60
country_ALB,given,Kevin,74,61
country_ALB,given,Gezim,90,62
country_ALB,given,Albert,74,63
country_ALB,given,Jurgen,74,64
country_ALB,given,Eduard,74,65
country_ALB,given,Aleksander,74,66
country_ALB,given,Taulant,90,67
country_ALB,given,Julian,74,68
country_ALB,given,Gjergji,90,69
country_ALB,given,Eduart,78,70
country_ALB,given,Dorian,74,71
country_ALB,given,Artan,90,72
country_ALB,given,Renato,74,73
country_ALB,given,Lulzim,90,74
country_ALB,given,Agim,90,75
country_ALB,given,Shkelzen,90,76
country_ALB,given,Fatmir,90,77
country_ALB,given,Edi,74,78
country_ALB,given,Petrit,90,79
country_ALB,given,Olsi,90,80
country_ALB,given,Genti,90,81
country_ALB,given,Flori,74,82
country_ALB,given,Redi,74,83
country_ALB,given,Fatos,90,84
country_ALB,given,Donald,74,85
country_ALB,given,Daniel,74,86
country_ALB,given,Astrit,90,87
country_ALB,given,Amarildo,90,88
country_ALB,given,Adrian,74,89
country_ALB,given,Rei,74,90
country_ALB,given,Marsel,74,91
country_ALB,given,Bujar,90,92
country_ALB,given,Blerim,90,93
country_ALB,given,Arjan,78,94
country_ALB,given,Alfred,74,95
country_ALB,given,Adi,74,96
country_ALB,given,Lorenc,90,97
country_ALB,given,Edison,74,98
country_ALB,given,Roland,74,99
country_ALB,given,Robert,74,100
country_ALB,given,Mikel,74,101
country_ALB,given,Genc,90,102
country_ALB,given,Genci,90,103
country_ALB,given,Agron,78,104
country_ALB,given,Gjergj,90,105
country_ALB,given,Kastriot,90,106
country_ALB,given,Oltion,90,107
country_ALB,given,Kujtim,90,108
country_ALB,given,Florenc,90,109
country_ALB,given,Pellumb,90,110
country_ALB,given,Jetmir,90,111
country_ALB,given,Klodjan,90,112
country_ALB,given,Klodi,90,113
country_ALB,given,Skender,90,114
country_ALB,given,Laert,78,115
country_ALB,given,Klaudio,90,116
country_ALB,given,Rezart,90,117
country_ALB,given,Shkelqim,90,118
country_ALB,given,Alex,74,119
country_ALB,given,Xhulio,78,120
country_ALB,given,Ledio,90,121
country_ALB,given,Gentjan,90,122
country_ALB,given,Ylli,90,123
country_ALB,given,Vladimir,45,124
country_ALB,given,Fitim,90,125
country_ALB,given,Ardi,78,126
country_ALB,given,Mariglen,90,127
country_ALB,given,Ilirjan,90,128
country_ALB,given,Adriatik,90,129
country_ALB,given,Flamur,90,130
country_ALB,given,Bekim,90,131
country_ALB,given,Admir,90,132
country_ALB,given,Eris,90,133
country_ALB,given,Visar,90,134
country_ALB,given,Gent,90,135
country_ALB,given,Martin,74,136
country_ALB,given,Fation,90,137
country_ALB,given,Florjan,90,138
country_ALB,given,Renis,78,139
country_ALB,given,Aurel,74,140
country_ALB,given,Ergi,90,141
country_ALB,given,Bashkim,90,142
country_ALB,given,Shpetim,90,143
country_ALB,given,Ergys,90,144
country_ALB,given,Toni,74,145
country_ALB,given,Jeton,90,146
country_ALB,given,Dardan,90,147
country_ALB,given,Zef,90,148
country_ALB,given,Aldi,78,149
country_ALB,given,Eraldo,90,150
country_ALB,given,Skerdi,78,151
country_ALB,given,Ndricim,78,152
country_ALB,given,Klejdi,78,153
country_ALB,given,Alket,78,154
country_ALB,given,Marko,78,155
country_ALB,given,Fredi,78,156
country_ALB,given,Naim,78,157
country_ALB,given,Emiljano,78,158
country_ALB,given,Eno,78,159
country_ALB,given,Perparim,78,160
country_ALB,given,Mark,78,161
country_ALB,given,Fisnik,78,162
country_ALB,given,Juxhin,78,163
country_ALB,given,Romeo,78,164
country_ALB,given,Arnold,78,165
country_ALB,given,Stefan,78,166
country_ALB,given,Albano,78,167
country_ALB,given,Nikolin,78,168
country_ALB,given,Olti,78,169
country_ALB,given,Vangjel,78,170
country_ALB,given,Enes,78,171
country_ALB,given,Juljan,78,172
country_ALB,given,Xhoni,78,173
country_ALB,given,Hasan,78,174
country_ALB,given,David,78,175
country_ALB,given,Ernest,78,176
country_ALB,given,Antonio,78,177
country_ALB,given,Just,78,178
country_ALB,given,Vasil,78,179
country_ALB,given,Urim,78,180
country_ALB,given,Drilon,78,181
country_ALB,given,Eldi,78,182
country_ALB,given,Gazmir,78,183
country_ALB,given,Durim,78,184
country_ALB,given,Besart,78,185
country_ALB,given,Dionis,78,186
country_ALB,given,Zamir,78,187
country_ALB,given,Ted,78,188
country_ALB,given,Bora,78,189
country_ALB,given,Armend,78,190
country_ALB,given,Afrim,78,191
country_ALB,given,Blendi,78,192
country_ALB,given,Dorjan,78,193
country_ALB,given,Erblin,78,194
country_ALB,given,Spartak,78,195
country_ALB,given,Viktor,78,196
country_ALB,given,Gazmend,78,197
country_ALB,given,Tani,78,198
country_ALB,given,Enri,78,199
country_ALB,given,Albion,78,200
country_ALB,given,Kristo,78,201
country_ALB,given,Vilson,78,202
country_ALB,given,Burim,78,203
country_ALB,given,Ilia,78,204
country_ALB,given,Michael,78,205
country_ALB,given,Redion,78,206
country_ALB,given,Arbi,78,207
country_ALB,given,Egzon,78,208
country_ALB,given,Murat,78,209
country_ALB,given,Ladi,78,210
country_ALB,given,Fatbardh,78,211
country_ALB,given,Helidon,78,212
country_ALB,given,Hekuran,78,213
country_ALB,given,Oliver,78,214
country_ALB,given,Elidon,78,215
country_ALB,given,Krenar,78,216
country_ALB,given,Rubin,78,217
country_ALB,given,Orges,78,218
country_ALB,given,Ylber,78,219
country_ALB,given,Rigers,78,220
country_ALB,given,Elson,78,221
country_ALB,given,Sadik,78,222
country_ALB,given,Paulin,78,223
country_ALB,given,Tonin,78,224
country_ALB,given,Edmir,78,225
country_ALB,given,Ledion,78,226
country_ALB,given,Enver,78,227
country_ALB,given,Pajtim,78,228
country_ALB,given,Besjan,78,229
country_ALB,given,Mirjan,78,230
country_ALB,given,Edvin,78,231
country_ALB,given,Erind,78,232
country_ALB,given,Alb,78,233
country_ALB,given,Adem,78,234
country_ALB,given,Hektor,78,235
country_ALB,given,Arsen,78,236
country_ALB,given,Ridvan,78,237
country_ALB,given,Eli,78,238
country_ALB,given,Kushtrim,78,239
country_ALB,given,Arbri,78,240
country_ALB,given,Serxhio,78,241
country_ALB,given,Besar,78,242
country_ALB,given,Tan,78,243
country_ALB,given,Nertil,78,244
country_ALB,given,Mirel,78,245
country_ALB,given,Besim,78,246
country_ALB,given,Behar,78,247
country_ALB,given,Endi,78,248
country_ALB,given,Liridon,78,249
country_ALB,given,Vullnet,78,250
country_ALB,given,Ismet,78,251
country_ALB,given,Marsi,78,252
country_ALB,given,Edis,78,253
country_ALB,given,Deni,78,254
country_ALB,given,Driton,78,255
country_ALB,given,Rinor,78,256
country_ALB,given,Enis,78,257
country_ALB,given,Mateo,78,258
country_ALB,given,Hermes,78,259
country_ALB,given,Andreas,78,260
country_ALB,given,Enton,78,261
country_ALB,given,Avni,78,262
country_ALB,given,Franko,78,263
country_ALB,given,Emiliano,78,264
country_ALB,given,Nikoll,78,265
country_ALB,given,Agon,78,266
country_ALB,given,Chris,78,267
country_ALB,given,Valmir,78,268
country_ALB,given,Bled,78,269
country_ALB,given,Franci,78,270
country_ALB,given,Benard,78,271
country_ALB,given,Parid,78,272
country_ALB,given,Ramazan,78,273
country_ALB,given,Mirsad,78,274
country_ALB,given,Merxhan,78,275
country_ALB,given,Visit,78,276
country_ALB,given,Festim,78,277
country_ALB,given,Marjol,78,278
country_ALB,given,Filip,78,279
country_ALB,given,Nino,78,280
country_ALB,given,Emiljan,78,281
country_ALB,given,Nick,78,282
country_ALB,given,Peter,78,283
country_ALB,given,Orion,78,284
country_ALB,given,Drini,78,285
country_ALB,given,Mentor,78,286
country_ALB,given,Ersi,78,287
country_ALB,given,Arbnor,78,288
country_ALB,given,Granit,78,289
country_ALB,given,Alexander,78,290
country_ALB,given,Franc,78,291
country_ALB,given,Françesko,78,292
country_ALB,given,Jetnor,78,293
country_ALB,given,Valon,78,294
country_ALB,given,Spiro,78,295
country_ALB,given,Redian,78,296
country_ALB,given,Shpend,78,297
country_ALB,given,John,78,298
country_ALB,given,Ergis,78,299
country_ALG,given,Mohamed,90,1
country_ALG,given,Ahmed,90,2
country_ALG,given,Amine,90,3
country_ALG,given,Yanis,90,4
country_ALG,given,Karim,90,5
country_ALG,given,Adam,90,6
country_ALG,given,Omar,90,7
country_ALG,given,Ilyes,90,8
country_ALG,given,Hamza,90,9
country_ALG,given,Rayane,90,10
country_ALG,given,Oussama,90,11
country_ALG,given,Ali,90,12
country_ALG,given,Youssef,90,13
country_ALG,given,Khaled,90,14
country_ALG,given,Abdelrahman,90,15
country_ALG,given,Mahmoud,90,16
country_ALG,given,Islam,90,17
country_ALG,given,Youcef,90,18
country_ALG,given,Zakaria,90,19
country_ALG,given,Walid,90,20
country_ALG,given,Anis,90,21
country_ALG,given,Adel,90,22
country_ALG,given,Imran,90,23
country_ALG,given,Abdou,90,24
country_ALG,given,Yacine,90,25
country_ALG,given,Ayoub,90,26
country_ALG,given,Samir,90,27
country_ALG,given,Rayan,90,28
country_ALG,given,Mohammed,90,29
country_ALG,given,Nadir,90,30
country_ALG,given,Mehdi,90,31
country_ALG,given,Ibrahim,90,32
country_ALG,given,Aymen,90,33
country_ALG,given,Sofiane,90,34
country_ALG,given,Said,90,35
country_ALG,given,Salah,90,36
country_ALG,given,Nabil,90,37
country_ALG,given,Reda,90,38
country_ALG,given,Kamel,90,39
country_ALG,given,Bilal,90,40
country_ALG,given,Mostafa,90,41
country_ALG,given,Ismail,90,42
country_ALG,given,Salim,90,43
country_ALG,given,Farès,90,44
country_ALG,given,Med,40,45
country_ALG,given,Hakim,90,46
country_ALG,given,Mourad,90,47
country_ALG,given,Brahim,90,48
country_ALG,given,Imad,90,49
country_ALG,given,Rachid,90,50
country_ALG,given,Younes,90,51
country_ALG,given,Zaki,90,52
country_ALG,given,Tarek,90,53
country_ALG,given,Hicham,90,54
country_ALG,given,Djamel,90,55
country_ALG,given,Hichem,90,56
country_ALG,given,Amir,90,57
country_ALG,given,Eslam,58,58
